"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill"
"11","10",4,"forced",5,12,"learn",4,4,1,1,0.7,0.68,0,3,"L",2,1,0,1,1,0,1,"L",2,1,1,4,12,-0.0199999999999999,"6","5","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"12","10",4,"forced",5,13,"learn",2,2,1,1,1.1,1.13,0,2,"L",1,0,1,1,0,1,1,"L",1,1,1,2,13,0.0299999999999998,"11","9","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1
"13","10",4,"forced",5,14,"learn",7,7,1,1,0.8,0.797,0,4,"R",2,1,1,1,1,1,1,"R",2,1,1,7,14,-0.003,"7","6","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"14","10",4,"forced",5,15,"learn",7,7,1,1,0.9,0.88,0,5,"R",2,0,0,0,0,0,0,"R",2,1,1,7,15,-0.02,"9","7","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1",1,1
"15","10",4,"forced",5,16,"learn",3,2,0,0,0.3,0.477,0,1,"L",2,1,0,1,1,1,1,"L",1,1,0,3,16,0.177,"3","2","sw/sw/sw","6",7,3,"1/0/0",0,"1/0/0",1,1
"16","10",4,"forced",5,17,"learn",7,8,0,1,0.9,0.963,0,6,"R",2,1,0,1,1,1,1,"R",2,1,1,7,17,0.0629999999999999,"10","7","sw/sw/sw","6",3,3,"1/1/0",0,"1/1/0",1,1
"17","10",4,"forced",5,18,"learn",2,5,0,1,0.5,0.44,0,3,"L",1,1,1,1,0,1,1,"R",1,0,1,2,18,-0.06,"3","4","rep/sw/sw","4",7,1,"0/1/0",0,"0/1/0",1,1
"18","10",4,"forced",5,19,"learn",4,2,0,1,0.5,0.444,0,4,"L",2,0,1,1,1,0,1,"L",1,1,0,4,19,-0.056,"3","4","sw/rep/sw","6",2,1,"1/0/0",1,"1/0/1",1,1
"19","10",4,"forced",5,20,"learn",6,3,0,0,0.1,0.326,0,2,"R",1,1,1,1,0,1,1,"L",2,0,0,6,20,0.226,"2","1","rep/sw/sw","4",4,2,"0/0/0",0,"0/0/0",1,1
"20","10",4,"forced",5,21,"learn",3,3,1,1,1.1,1.055,0,2,"L",2,1,1,1,0,0,0,"L",2,1,1,3,21,-0.0450000000000002,"11","9","rep/rep/rep","0",6,1,"1/1/1",1,"1/1/1",1,1
"21","10",4,"forced",5,22,"learn",4,4,1,1,1.2,1.174,0,5,"L",2,0,0,1,0,0,1,"L",2,1,1,4,22,-0.026,"12","10","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"22","10",4,"forced",5,23,"learn",8,5,0,1,0.5,0.499,0,2,"R",2,1,0,1,1,1,1,"R",1,1,0,8,23,-0.001,"3","4","sw/sw/sw","6",4,3,"1/0/0",0,"1/0/0",1,1
"23","10",4,"forced",5,24,"learn",7,7,1,1,1,0.979,0,7,"R",2,0,0,1,0,1,1,"R",2,1,1,7,24,-0.021,"10","8","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1",1,1
"24","10",4,"forced",5,25,"learn",2,5,0,0,0.2,0.392,0,4,"L",1,1,1,1,0,1,1,"R",1,0,1,2,25,0.192,"2","1","rep/sw/sw","4",7,1,"0/1/0",0,"0/1/0",1,1
"25","10",4,"forced",5,26,"learn",8,7,0,0,0.3,0.427,0,3,"R",2,1,1,1,0,1,1,"R",2,1,1,8,26,0.127,"3","2","rep/sw/sw","4",2,2,"1/1/0",0,"1/1/0",1,1
"26","10",4,"forced",5,27,"learn",6,5,0,1,1,0.99,0,3,"R",1,0,1,1,0,1,1,"R",1,1,1,6,27,-0.01,"10","8","rep/sw/sw","4",8,1,"1/1/0",0,"1/1/0",1,1
"27","10",4,"forced",5,28,"learn",6,7,0,1,0.3,0.372,0,4,"R",1,0,0,0,0,1,1,"R",2,1,0,6,28,0.072,"2","2","rep/sw/sw","4",6,0,"1/0/0",0,"1/0/0",1,1
"28","10",4,"forced",5,29,"learn",2,5,0,1,0.4,0.385,0,5,"L",1,1,0,1,0,1,1,"R",1,0,1,2,29,-0.015,"2","3","rep/sw/sw","4",6,3,"0/1/0",0,"0/1/0",1,1
"29","10",4,"forced",5,30,"learn",6,7,0,1,1.2,1.139,0,5,"R",1,1,0,1,0,1,1,"R",2,1,0,6,30,-0.0609999999999999,"11","10","rep/sw/sw","4",2,3,"1/0/0",0,"1/0/0",1,1
"30","10",4,"forced",5,31,"learn",6,8,0,1,1.1,1.103,0,6,"R",1,0,0,0,0,0,1,"R",2,1,0,6,31,0.00299999999999989,"11","9","rep/rep/sw","2",6,0,"1/0/0",1,"1/0/1",1,1
"31","10",4,"forced",5,32,"learn",2,5,0,1,1,1.03,0,6,"L",1,1,0,1,0,1,1,"R",1,0,1,2,32,0.03,"10","8","rep/sw/sw","4",6,3,"0/1/0",0,"0/1/0",1,1
"32","10",4,"forced",5,33,"learn",2,3,0,1,1,1.056,0,7,"L",1,0,0,0,1,1,1,"L",2,1,0,2,33,0.056,"11","8","sw/sw/sw","6",2,0,"1/0/0",0,"1/0/0",1,1
"33","10",4,"forced",5,34,"learn",1,1,1,1,1,1.026,0,1,"L",1,0,0,1,0,1,1,"L",1,1,1,1,34,0.026,"10","8","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1
"34","10",4,"forced",5,35,"learn",3,3,1,1,0.6,0.669,0,3,"L",2,0,1,1,0,1,1,"L",2,1,1,3,35,0.0690000000000001,"6","5","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1",1,1
"35","10",4,"forced",5,36,"learn",2,2,1,1,1.2,1.238,0,8,"L",1,0,1,1,0,1,1,"L",1,1,1,2,36,0.038,"12","10","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"36","10",4,"forced",5,37,"learn",7,5,0,0,0.1,0.24,0,8,"R",2,1,1,1,1,0,1,"R",1,1,0,7,37,0.14,"2","1","sw/rep/sw","6",2,1,"1/0/0",1,"1/0/1",1,1
"37","10",4,"forced",5,38,"learn",5,7,0,1,0.4,0.491,0,4,"R",1,0,1,1,0,1,1,"R",2,1,0,5,38,0.091,"3","3","rep/sw/sw","4",7,1,"1/0/0",1,"1/0/1",1,1
"38","10",4,"forced",5,39,"learn",2,5,0,1,0.1,0.138,0,9,"L",1,1,0,1,0,1,1,"R",1,0,1,2,39,0.038,"1","1","rep/sw/sw","4",5,2,"0/1/0",0,"0/1/0",1,1
"39","10",4,"forced",5,40,"learn",6,5,0,1,0.8,0.764,0,7,"R",1,1,0,1,0,0,0,"R",1,1,1,6,40,-0.036,"7","6","rep/rep/rep","0",2,3,"1/1/0",0,"1/1/0",1,1
"40","10",4,"forced",5,41,"learn",8,7,0,1,0.9,0.865,0,4,"R",2,0,1,1,0,1,1,"R",2,1,1,8,41,-0.035,"8","7","rep/sw/sw","4",6,1,"1/1/0",0,"1/1/0",1,1
"41","10",4,"forced",5,42,"learn",8,8,1,1,0.6,0.566,0,5,"R",2,0,0,0,0,0,1,"R",2,1,1,8,42,-0.034,"4","5","rep/rep/sw","2",8,0,"1/1/1",1,"1/1/1",1,1
"42","10",4,"forced",5,43,"learn",1,1,1,1,1,1.098,0,2,"L",1,1,1,1,1,1,1,"L",1,1,1,1,43,0.0980000000000001,"11","8","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1",1,1
"43","10",4,"forced",5,44,"learn",5,7,0,1,0.9,0.924,0,5,"R",1,1,0,1,1,1,1,"R",2,1,0,5,44,0.024,"9","7","sw/sw/sw","6",1,3,"1/0/0",1,"1/0/1",1,1
"44","10",4,"forced",5,45,"learn",2,5,0,1,0.5,0.524,0,10,"L",1,1,0,1,0,1,1,"R",1,0,1,2,45,0.024,"4","4","rep/sw/sw","4",5,2,"0/1/0",0,"0/1/0",1,1
"45","10",4,"forced",5,46,"learn",8,7,0,1,0.1,0.188,0,6,"R",2,1,1,1,0,1,1,"R",2,1,1,8,46,0.088,"1","1","rep/sw/sw","4",2,2,"1/1/0",0,"1/1/0",1,1
"46","10",4,"forced",5,47,"learn",4,2,0,0,0.2,1.383,0,6,"L",2,1,0,1,1,1,1,"L",1,1,0,4,47,1.183,"12","1","sw/sw/sw","6",8,3,"1/0/0",1,"1/0/1",1,NA
"47","10",4,"forced",5,48,"learn",5,7,0,1,0.4,0.465,0,6,"R",1,1,1,1,1,1,1,"R",2,1,0,5,48,0.065,"3","3","sw/sw/sw","6",4,1,"1/0/0",1,"1/0/1",1,1
"48","10",4,"forced",5,49,"learn",2,5,0,1,0.7,0.767,0,11,"L",1,1,0,1,0,1,1,"R",1,0,1,2,49,0.0670000000000001,"7","5","rep/sw/sw","4",5,2,"0/1/0",0,"0/1/0",1,1
"49","10",4,"forced",5,50,"learn",1,1,1,0,0.4,0.501,0,3,"L",1,0,0,1,1,0,1,"L",1,1,1,1,50,0.101,"3","3","sw/rep/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"50","10",4,"forced",5,51,"learn",8,7,0,1,0.8,0.867,0,7,"R",2,1,1,1,1,1,1,"R",2,1,1,8,51,0.0669999999999999,"8","6","sw/sw/sw","6",1,1,"1/1/0",0,"1/1/0",1,1
"51","10",4,"forced",5,52,"learn",7,8,0,1,0.4,0.464,0,9,"R",2,0,0,1,0,0,1,"R",2,1,1,7,52,0.064,"3","3","rep/rep/sw","2",8,1,"1/1/0",0,"1/1/0",1,1
"52","10",4,"forced",5,53,"learn",6,6,1,0,0.3,0.99,0,8,"R",1,0,1,1,0,1,1,"R",1,1,1,6,53,0.69,"10","2","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1",1,NA
"53","10",4,"forced",5,54,"learn",7,7,1,1,0.7,0.662,0,10,"R",2,0,1,1,0,1,1,"R",2,1,1,7,54,-0.0379999999999999,"6","5","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,1
"54","10",4,"forced",5,55,"learn",6,5,0,1,0.7,0.697,0,9,"R",1,0,1,1,0,1,1,"R",1,1,1,6,55,-0.003,"6","5","rep/sw/sw","4",7,2,"1/1/0",0,"1/1/0",1,1
"55","10",4,"forced",5,56,"learn",4,4,1,1,0.7,0.715,0,7,"L",2,1,1,1,1,1,1,"L",2,1,1,4,56,0.015,"6","5","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,1
"56","10",4,"forced",5,57,"learn",6,7,0,1,1,1.055,0,10,"R",1,1,1,1,1,0,1,"R",2,1,0,6,57,0.0549999999999999,"11","8","sw/rep/sw","6",4,2,"1/0/0",0,"1/0/0",1,1
"57","10",4,"forced",5,58,"learn",3,3,1,0,0.2,0.667,0,4,"L",2,1,1,1,1,0,1,"L",2,1,1,3,58,0.467,"6","1","sw/rep/sw","6",6,1,"1/1/1",1,"1/1/1",1,NA
"58","10",4,"forced",5,59,"learn",8,8,1,1,1.2,1.183,0,8,"R",2,1,0,1,1,0,1,"R",2,1,1,8,59,-0.0169999999999999,"12","10","sw/rep/sw","6",3,2,"1/1/1",1,"1/1/1",1,1
"59","10",4,"forced",5,60,"learn",3,4,0,0,0.2,0.446,0,5,"L",2,1,0,1,1,0,1,"L",2,1,1,3,60,0.246,"3","1","sw/rep/sw","6",8,2,"1/1/0",0,"1/1/0",1,1
"60","10",4,"forced",5,61,"learn",4,7,0,0,0.1,0.592,0,8,"L",2,0,0,1,1,0,1,"R",2,0,1,4,61,0.492,"5","1","sw/rep/sw","6",3,1,"0/1/0",0,"0/1/0",1,NA
"61","10",4,"forced",5,62,"learn",1,1,1,1,1,0.973,0,4,"L",1,0,1,1,1,1,1,"L",1,1,1,1,62,-0.027,"10","8","sw/sw/sw","6",4,2,"1/1/1",1,"1/1/1",1,1
"62","10",4,"forced",5,63,"learn",5,6,0,1,1,0.999,0,7,"R",1,1,0,1,1,0,1,"R",1,1,1,5,63,-0.001,"10","8","sw/rep/sw","6",1,3,"1/1/0",0,"1/1/0",1,1
"63","10",4,"forced",5,64,"learn",5,5,1,1,0.5,0.517,0,8,"R",1,0,0,0,0,0,1,"R",1,1,1,5,64,0.017,"3","4","rep/rep/sw","2",5,0,"1/1/1",1,"1/1/1",1,1
"64","10",4,"forced",5,65,"learn",1,5,0,0,0.1,0.64,0,5,"L",1,1,0,1,0,0,0,"R",1,0,1,1,65,0.54,"5","1","rep/rep/rep","0",5,3,"0/1/0",1,"0/1/1",1,NA
"65","10",4,"forced",5,66,"learn",8,7,0,1,0.2,0.241,0,9,"R",2,1,1,1,0,1,1,"R",2,1,1,8,66,0.041,"2","1","rep/sw/sw","4",1,1,"1/1/0",0,"1/1/0",1,1
"66","10",4,"forced",5,67,"learn",5,5,1,0,0.4,0.543,0,9,"R",1,0,1,1,0,1,1,"R",1,1,1,5,67,0.143,"4","3","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"67","10",4,"forced",5,68,"learn",5,5,1,1,1,1.02,0,10,"R",1,0,0,0,0,0,0,"R",1,1,1,5,68,0.02,"10","8","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1
"68","10",4,"forced",5,69,"learn",8,8,1,1,1.1,1.021,0,10,"R",2,0,1,1,0,1,1,"R",2,1,1,8,69,-0.0790000000000002,"10","9","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1
"69","10",4,"forced",5,70,"learn",8,7,0,1,0.2,0.229,0,11,"R",2,0,0,0,0,0,1,"R",2,1,1,8,70,0.029,"2","1","rep/rep/sw","2",8,0,"1/1/0",0,"1/1/0",1,1
"70","10",4,"forced",5,71,"learn",2,4,0,0,0.4,0.802,0,12,"L",1,1,1,1,1,0,1,"L",2,1,0,2,71,0.402,"8","3","sw/rep/sw","6",8,2,"1/0/0",1,"1/0/1",1,NA
"71","10",4,"forced",5,72,"learn",5,5,1,0,0.1,0.467,0,11,"R",1,1,0,1,1,1,1,"R",1,1,1,5,72,0.367,"3","1","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1",1,NA
"72","10",4,"forced",5,73,"learn",4,3,0,1,0.8,0.749,0,9,"L",2,1,1,1,1,1,1,"L",2,1,1,4,73,-0.051,"7","6","sw/sw/sw","6",5,1,"1/1/0",0,"1/1/0",1,1
"73","10",4,"forced",5,74,"learn",3,3,1,1,0.9,0.87,0,6,"L",2,0,0,1,0,0,0,"L",2,1,1,3,74,-0.03,"8","7","rep/rep/rep","0",4,1,"1/1/1",1,"1/1/1",1,1
"74","10",4,"forced",5,75,"learn",3,3,1,1,0.5,0.495,0,7,"L",2,0,0,0,0,0,0,"L",2,1,1,3,75,-0.005,"3","4","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1
"75","10",4,"forced",5,76,"learn",5,5,1,1,1,0.938,0,12,"R",1,1,1,1,1,1,1,"R",1,1,1,5,76,-0.0620000000000001,"9","8","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1",1,1
"76","10",4,"forced",5,77,"learn",6,6,1,0,0.3,0.662,0,11,"R",1,0,0,1,0,0,1,"R",1,1,1,6,77,0.362,"6","2","rep/rep/sw","2",5,1,"1/1/1",1,"1/1/1",1,NA
"77","10",4,"forced",5,78,"learn",4,3,0,0,0.6,0.716,0,10,"L",2,1,1,1,1,1,1,"L",2,1,1,4,78,0.116,"6","5","sw/sw/sw","6",6,2,"1/1/0",0,"1/1/0",1,1
"78","10",4,"forced",5,79,"learn",8,7,0,1,0.4,0.45,0,12,"R",2,1,0,1,1,0,1,"R",2,1,1,8,79,0.05,"3","3","sw/rep/sw","6",4,3,"1/1/0",0,"1/1/0",1,1
"79","10",4,"forced",5,80,"learn",5,5,1,0,1.2,1.051,0,13,"R",1,0,1,1,0,1,1,"R",1,1,1,5,80,-0.149,"11","10","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"80","10",4,"forced",5,81,"learn",3,3,1,1,1,0.965,0,8,"L",2,1,1,1,1,1,1,"L",2,1,1,3,81,-0.035,"10","8","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"81","10",4,"forced",5,82,"learn",1,1,1,1,0.8,0.864,0,6,"L",1,0,1,1,0,1,1,"L",1,1,1,1,82,0.0639999999999999,"8","6","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,1
"82","10",4,"forced",5,83,"learn",7,7,1,0,0.1,0.367,0,11,"R",2,1,1,1,1,1,1,"R",2,1,1,7,83,0.267,"2","1","sw/sw/sw","6",1,2,"1/1/1",1,"1/1/1",1,NA
"83","10",4,"forced",5,84,"learn",2,7,0,0,0.6,0.73,0,13,"L",1,1,1,1,0,0,0,"R",2,0,0,2,84,0.13,"7","5","rep/rep/rep","0",7,1,"0/0/0",0,"0/0/0",1,1
"84","10",4,"forced",5,85,"learn",8,8,1,0,0.6,0.704,0,13,"R",2,1,1,1,0,0,1,"R",2,1,1,8,85,0.104,"6","5","rep/rep/sw","2",2,2,"1/1/1",1,"1/1/1",1,1
"85","10",4,"forced",5,86,"learn",1,1,1,1,1.1,1.093,0,7,"L",1,1,1,1,1,1,1,"L",1,1,1,1,86,-0.00700000000000012,"11","9","sw/sw/sw","6",8,1,"1/1/1",1,"1/1/1",1,1
"86","10",4,"forced",5,87,"learn",4,7,0,1,0.6,0.621,0,11,"L",2,0,1,1,1,1,1,"R",2,0,1,4,87,0.021,"5","5","sw/sw/sw","6",1,2,"0/1/0",0,"0/1/0",1,1
"87","10",4,"forced",5,88,"learn",2,2,1,1,0.6,0.61,0,14,"L",1,0,1,1,1,1,1,"L",1,1,1,2,88,0.01,"5","5","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"88","10",4,"forced",5,89,"learn",8,7,0,0,0.2,0.368,0,14,"R",2,1,1,1,1,1,1,"R",2,1,1,8,89,0.168,"2","1","sw/sw/sw","6",2,2,"1/1/0",0,"1/1/0",1,1
"89","10",4,"forced",5,90,"learn",7,8,0,1,0.2,0.266,0,12,"R",2,0,0,1,0,0,1,"R",2,1,1,7,90,0.066,"2","1","rep/rep/sw","2",8,1,"1/1/0",0,"1/1/0",1,1
"90","10",4,"forced",5,91,"learn",7,7,1,1,1,0.962,0,13,"R",2,0,0,0,0,0,1,"R",2,1,1,7,91,-0.038,"9","8","rep/rep/sw","2",7,0,"1/1/1",1,"1/1/1",1,1
"91","10",4,"forced",5,92,"learn",8,8,1,1,0.7,0.698,0,15,"R",2,0,0,1,0,0,1,"R",2,1,1,8,92,-0.002,"6","5","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1
"92","10",4,"forced",5,93,"learn",4,3,0,1,0.6,0.661,0,12,"L",2,1,0,1,1,0,1,"L",2,1,1,4,93,0.0610000000000001,"6","5","sw/rep/sw","6",8,3,"1/1/0",0,"1/1/0",1,1
"93","10",4,"forced",5,94,"learn",4,3,0,0,0.6,0.797,0,13,"L",2,0,0,0,0,0,0,"L",2,1,1,4,94,0.197,"7","5","rep/rep/rep","0",4,0,"1/1/0",0,"1/1/0",1,1
"94","10",4,"forced",5,95,"learn",3,3,1,1,1.2,1.219,0,9,"L",2,0,0,1,0,0,0,"L",2,1,1,3,95,0.0190000000000001,"12","10","rep/rep/rep","0",4,1,"1/1/1",1,"1/1/1",1,1
"95","10",4,"forced",5,96,"learn",5,7,0,0,0.1,0.317,0,14,"R",1,1,1,1,1,0,1,"R",2,1,0,5,96,0.217,"2","1","sw/rep/sw","6",3,2,"1/0/0",1,"1/0/1",1,1
"96","10",4,"forced",6,1,"learn",3,3,1,0,0.3,0.597,0,10,"L",2,NA,NA,NA,NA,NA,NA,"L",2,1,1,3,1,0.297,"5","2",NA,NA,5,NA,"1/1/1",1,"1/1/1",1,NA
"97","10",4,"forced",6,2,"learn",3,3,1,1,0.6,0.647,0,11,"L",2,0,0,0,0,0,0,"L",2,1,1,3,2,0.047,"5","5","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1
"98","10",4,"forced",6,3,"learn",6,5,0,0,0.1,0.447,0,12,"R",1,1,1,1,1,1,1,"R",1,1,1,6,3,0.347,"3","1","sw/sw/sw","6",3,1,"1/1/0",0,"1/1/0",1,NA
"99","10",4,"forced",6,4,"learn",1,1,1,0,0.3,0.638,0,8,"L",1,1,0,1,1,0,1,"L",1,1,1,1,4,0.338,"5","2","sw/rep/sw","6",6,2,"1/1/1",1,"1/1/1",1,NA
"100","10",4,"forced",6,5,"learn",6,7,0,1,0.9,0.921,0,13,"R",1,1,0,1,1,1,1,"R",2,1,0,6,5,0.021,"9","7","sw/sw/sw","6",1,2,"1/0/0",0,"1/0/0",1,1
"101","10",4,"forced",6,6,"learn",6,7,0,0,0.4,0.673,0,14,"R",1,0,0,0,0,0,0,"R",2,1,0,6,6,0.273,"6","3","rep/rep/rep","0",6,0,"1/0/0",0,"1/0/0",1,NA
"102","10",4,"forced",6,7,"learn",8,8,1,0,0.1,0.543,0,16,"R",2,0,1,1,0,0,1,"R",2,1,1,8,7,0.443,"4","1","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1",1,NA
"103","10",4,"forced",6,8,"learn",5,5,1,1,0.7,0.68,0,15,"R",1,0,1,1,0,1,1,"R",1,1,1,5,8,-0.0199999999999999,"6","5","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"104","10",4,"forced",6,9,"learn",4,4,1,1,1,1.006,0,14,"L",2,1,1,1,1,1,1,"L",2,1,1,4,9,0.00600000000000001,"10","8","sw/sw/sw","6",5,1,"1/1/1",1,"1/1/1",1,1
"105","10",4,"forced",6,10,"learn",5,5,1,0,0.3,0.446,0,16,"R",1,1,1,1,1,1,1,"R",1,1,1,5,10,0.146,"3","2","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"106","10",4,"forced",6,11,"learn",3,3,1,1,0.9,0.918,0,12,"L",2,1,1,1,1,1,1,"L",2,1,1,3,11,0.018,"9","7","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"107","10",4,"forced",6,12,"learn",5,5,1,1,0.6,0.619,0,17,"R",1,1,1,1,1,1,1,"R",1,1,1,5,12,0.019,"5","5","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1",1,1
"108","10",4,"forced",6,13,"learn",8,8,1,1,0.9,0.96,0,17,"R",2,0,1,1,0,1,1,"R",2,1,1,8,13,0.0599999999999999,"9","7","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1
"109","10",4,"forced",6,14,"learn",7,7,1,1,1.1,1.086,0,14,"R",2,0,0,1,0,0,1,"R",2,1,1,7,14,-0.014,"11","9","rep/rep/sw","2",8,1,"1/1/1",1,"1/1/1",1,1
"110","10",4,"forced",6,15,"learn",5,5,1,1,1.1,1.133,0,18,"R",1,0,1,1,0,1,1,"R",1,1,1,5,15,0.0329999999999999,"11","9","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1",1,1
"111","10",4,"forced",6,16,"learn",5,5,1,0,1.1,1.246,0,19,"R",1,0,0,0,0,0,0,"R",1,1,1,5,16,0.146,"12","9","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1
"112","10",4,"forced",6,17,"learn",8,8,1,1,1.2,1.197,0,18,"R",2,0,1,1,0,1,1,"R",2,1,1,8,17,-0.00299999999999989,"12","10","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1
"113","10",4,"forced",6,18,"learn",6,5,0,0,0.2,0.445,0,15,"R",1,0,1,1,0,1,1,"R",1,1,1,6,18,0.245,"3","1","rep/sw/sw","4",8,1,"1/1/0",0,"1/1/0",1,1
"114","10",4,"forced",6,19,"learn",4,7,0,0,0.3,0.595,0,15,"L",2,1,1,1,0,1,1,"R",2,0,1,4,19,0.295,"5","2","rep/sw/sw","4",6,2,"0/1/0",0,"0/1/0",1,NA
"115","10",4,"forced",6,20,"learn",7,8,0,0,0.2,0.449,0,15,"R",2,1,0,1,0,0,1,"R",2,1,1,7,20,0.249,"3","1","rep/rep/sw","2",4,2,"1/1/0",0,"1/1/0",1,1
"116","10",4,"forced",6,21,"learn",4,3,0,1,1.2,1.252,0,16,"L",2,1,0,1,1,0,1,"L",2,1,1,4,21,0.052,"12","10","sw/rep/sw","6",7,2,"1/1/0",0,"1/1/0",1,1
"117","10",4,"forced",6,22,"learn",1,1,1,0,0.2,0.549,0,9,"L",1,0,1,1,0,1,1,"L",1,1,1,1,22,0.349,"4","1","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,NA
"118","10",4,"forced",6,23,"learn",5,5,1,1,0.4,0.499,0,20,"R",1,1,0,1,1,0,1,"R",1,1,1,5,23,0.099,"3","3","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1
"119","10",4,"forced",6,24,"learn",8,8,1,1,0.6,0.699,0,19,"R",2,0,1,1,0,1,1,"R",2,1,1,8,24,0.099,"6","5","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1
"120","10",4,"forced",6,25,"learn",6,5,0,1,1.1,1.112,0,16,"R",1,0,1,1,0,1,1,"R",1,1,1,6,25,0.012,"11","9","rep/sw/sw","4",8,1,"1/1/0",0,"1/1/0",1,1
"121","10",4,"forced",6,26,"learn",1,3,0,1,0.1,0.145,0,10,"L",1,1,0,1,1,1,1,"L",2,1,0,1,26,0.045,"1","1","sw/sw/sw","6",6,2,"1/0/0",1,"1/0/1",1,1
"122","10",4,"forced",6,27,"learn",3,4,0,0,0.4,0.526,0,13,"L",2,0,1,1,0,0,1,"L",2,1,1,3,27,0.126,"4","3","rep/rep/sw","2",1,1,"1/1/0",0,"1/1/0",1,1
"123","10",4,"forced",6,28,"learn",6,7,0,1,0.7,0.698,0,17,"R",1,1,1,1,1,0,1,"R",2,1,0,6,28,-0.002,"6","5","sw/rep/sw","6",3,1,"1/0/0",0,"1/0/0",1,1
"124","10",4,"forced",6,29,"learn",8,7,0,1,0.4,0.437,0,20,"R",2,0,1,1,0,0,0,"R",2,1,1,8,29,0.037,"3","3","rep/rep/rep","0",6,1,"1/1/0",0,"1/1/0",1,1
"125","10",4,"forced",6,30,"learn",8,8,1,1,1.2,1.216,0,21,"R",2,0,0,0,0,0,1,"R",2,1,1,8,30,0.016,"12","10","rep/rep/sw","2",8,0,"1/1/1",1,"1/1/1",1,1
"126","10",4,"forced",6,31,"learn",3,3,1,1,1.2,1.272,0,14,"L",2,1,0,1,1,0,1,"L",2,1,1,3,31,0.0720000000000001,"12","10","sw/rep/sw","6",8,2,"1/1/1",1,"1/1/1",1,1
"127","10",4,"forced",6,32,"learn",7,7,1,0,0.4,0.645,0,16,"R",2,1,0,1,1,0,1,"R",2,1,1,7,32,0.245,"5","3","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1",1,1
"128","10",4,"forced",6,33,"learn",7,8,0,1,0.8,0.856,0,17,"R",2,0,0,0,0,0,1,"R",2,1,1,7,33,0.0559999999999999,"8","6","rep/rep/sw","2",7,0,"1/1/0",0,"1/1/0",1,1
"129","10",4,"forced",6,34,"learn",6,5,0,1,0.4,0.487,0,18,"R",1,0,1,1,0,1,1,"R",1,1,1,6,34,0.087,"3","3","rep/sw/sw","4",7,2,"1/1/0",0,"1/1/0",1,1
"130","10",4,"forced",6,35,"learn",7,7,1,0,0.4,0.569,0,18,"R",2,0,1,1,0,1,1,"R",2,1,1,7,35,0.169,"4","3","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,1
