"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill"
"16678","33",3,"forced",7,11,"learn",7,8,0,1,0.7,0.696,0,27,"R",2,0,1,1,0,1,1,"R",2,1,1,7,11,-0.004,"6","5","rep/sw/sw","4",5,1,"1/1/0",0,"1/1/0",1,1
"16679","33",3,"forced",7,12,"learn",8,8,1,1,0.6,0.633,0,32,"R",2,0,0,1,0,0,0,"R",2,1,1,8,12,0.033,"5","5","rep/rep/rep","0",7,1,"1/1/1",1,"1/1/1",1,1
"16680","33",3,"forced",7,13,"learn",3,4,0,0,0.5,0.704,0,23,"L",2,1,0,1,1,0,1,"L",2,1,1,3,13,0.204,"6","4","sw/rep/sw","6",8,2,"1/1/0",0,"1/1/0",1,1
"16681","33",3,"forced",7,14,"learn",1,1,1,0,1,0.877,0,23,"L",1,0,1,1,0,1,1,"L",1,1,1,1,14,-0.123,"8","8","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,1
"16682","33",3,"forced",7,15,"learn",1,2,0,1,0.1,0.199,0,24,"L",1,0,0,0,0,0,1,"L",1,1,1,1,15,0.099,"1","1","rep/rep/sw","2",1,0,"1/1/0",0,"1/1/0",1,1
"16683","33",3,"forced",7,16,"learn",7,5,0,0,0.6,0.97,0,28,"R",2,1,1,1,1,0,1,"R",1,1,0,7,16,0.37,"10","5","sw/rep/sw","6",1,2,"1/0/0",1,"1/0/1",1,NA
"16684","33",3,"forced",7,17,"learn",7,6,0,1,0.2,0.207,0,29,"R",2,0,0,0,0,0,1,"R",1,1,0,7,17,0.00699999999999998,"1","1","rep/rep/sw","2",7,0,"1/0/0",0,"1/0/0",1,1
"16685","33",3,"forced",7,18,"learn",3,3,1,1,1,0.935,0,24,"L",2,1,0,1,1,1,1,"L",2,1,1,3,18,-0.0649999999999999,"9","8","sw/sw/sw","6",7,3,"1/1/1",1,"1/1/1",1,1
"16686","33",3,"forced",7,19,"learn",4,4,1,0,1.1,0.981,0,27,"L",2,0,0,1,0,0,1,"L",2,1,1,4,19,-0.119,"10","9","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"16687","33",3,"forced",7,20,"learn",6,5,0,1,1,1.009,0,28,"R",1,1,1,1,1,1,1,"R",1,1,1,6,20,0.0089999999999999,"10","8","sw/sw/sw","6",4,2,"1/1/0",0,"1/1/0",1,1
"16688","33",3,"forced",7,21,"learn",5,5,1,1,0.9,0.853,0,24,"R",1,0,0,1,0,0,0,"R",1,1,1,5,21,-0.047,"8","7","rep/rep/rep","0",6,1,"1/1/1",1,"1/1/1",1,1
"16689","33",3,"forced",7,22,"learn",1,4,0,0,0.6,0.73,0,25,"L",1,1,0,1,1,1,1,"L",2,1,0,1,22,0.13,"7","5","sw/sw/sw","6",5,3,"1/0/0",0,"1/0/0",1,1
"16690","33",3,"forced",7,23,"learn",4,3,0,1,0.8,0.81,0,28,"L",2,0,1,1,0,0,1,"L",2,1,1,4,23,0.01,"8","6","rep/rep/sw","2",1,2,"1/1/0",0,"1/1/0",1,1
"16691","33",3,"forced",7,24,"learn",7,8,0,1,0.8,0.891,0,30,"R",2,1,0,1,1,0,1,"R",2,1,1,7,24,0.091,"9","6","sw/rep/sw","6",4,2,"1/1/0",0,"1/1/0",1,1
"16692","33",3,"forced",7,25,"learn",8,8,1,1,1.1,1.051,0,33,"R",2,0,0,1,0,0,0,"R",2,1,1,8,25,-0.0490000000000002,"11","9","rep/rep/rep","0",7,1,"1/1/1",1,"1/1/1",1,1
"16693","33",3,"forced",7,26,"learn",4,3,0,1,0.6,0.654,0,29,"L",2,1,0,1,1,0,1,"L",2,1,1,4,26,0.054,"6","5","sw/rep/sw","6",8,3,"1/1/0",0,"1/1/0",1,1
"16694","33",3,"forced",7,27,"learn",5,4,0,1,0.2,0.252,0,25,"R",1,1,1,1,0,0,1,"L",2,0,0,5,27,0.052,"2","1","rep/rep/sw","2",4,1,"0/0/0",0,"0/0/0",1,1
"16695","33",3,"forced",7,28,"learn",3,5,0,1,0.5,0.511,0,25,"L",2,1,1,1,1,1,1,"R",1,0,0,3,28,0.011,"3","4","sw/sw/sw","6",5,2,"0/0/0",1,"0/0/1",1,1
"16696","33",3,"forced",7,29,"learn",7,7,1,0,0.6,0.794,0,31,"R",2,1,0,1,0,1,1,"R",2,1,1,7,29,0.194,"7","5","rep/sw/sw","4",3,3,"1/1/1",1,"1/1/1",1,1
"16697","33",3,"forced",7,30,"learn",5,5,1,1,0.9,0.943,0,26,"R",1,0,1,1,0,1,1,"R",1,1,1,5,30,0.0429999999999999,"9","7","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1",1,1
"16698","33",3,"forced",7,31,"learn",6,6,1,1,0.1,0.159,0,29,"R",1,0,0,1,0,0,1,"R",1,1,1,6,31,0.059,"1","1","rep/rep/sw","2",5,1,"1/1/1",1,"1/1/1",1,1
"16699","33",3,"forced",7,32,"learn",5,6,0,0,0.3,0.603,0,27,"R",1,0,0,1,0,0,0,"R",1,1,1,5,32,0.303,"5","2","rep/rep/rep","0",6,1,"1/1/0",0,"1/1/0",1,NA
"16700","33",3,"forced",7,33,"learn",4,3,0,1,0.9,0.879,0,30,"L",2,1,1,1,1,1,1,"L",2,1,1,4,33,-0.021,"9","7","sw/sw/sw","6",5,1,"1/1/0",0,"1/1/0",1,1
"16701","33",3,"forced",7,34,"learn",7,5,0,0,0.1,0.69,0,32,"R",2,1,0,1,1,1,1,"R",1,1,0,7,34,0.59,"6","1","sw/sw/sw","6",4,2,"1/0/0",1,"1/0/1",1,NA
"16702","33",3,"forced",7,35,"learn",8,7,0,1,0.9,0.807,0,34,"R",2,0,0,1,0,1,1,"R",2,1,1,8,35,-0.093,"8","7","rep/sw/sw","4",7,1,"1/1/0",0,"1/1/0",1,1
"16703","33",3,"forced",7,36,"learn",6,5,0,1,1.2,1.124,0,30,"R",1,0,1,1,0,1,1,"R",1,1,1,6,36,-0.0759999999999998,"11","10","rep/sw/sw","4",8,1,"1/1/0",0,"1/1/0",1,1
"16704","33",3,"forced",7,37,"learn",8,7,0,0,0.5,0.654,0,35,"R",2,0,1,1,0,1,1,"R",2,1,1,8,37,0.154,"6","4","rep/sw/sw","4",6,1,"1/1/0",0,"1/1/0",1,1
"16705","33",3,"forced",7,38,"learn",2,3,0,1,0.9,0.943,0,26,"L",1,1,1,1,1,0,1,"L",2,1,0,2,38,0.0429999999999999,"9","7","sw/rep/sw","6",8,2,"1/0/0",0,"1/0/0",1,1
"16706","33",3,"forced",7,39,"learn",3,4,0,1,0.2,0.289,0,26,"L",2,0,1,1,0,0,1,"L",2,1,1,3,39,0.089,"2","1","rep/rep/sw","2",2,2,"1/1/0",0,"1/1/0",1,1
"16707","33",3,"forced",7,40,"learn",1,1,1,0,0.9,1.033,0,26,"L",1,0,1,1,0,1,1,"L",1,1,1,1,40,0.133,"10","7","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,1
"16708","33",3,"forced",7,41,"learn",6,6,1,1,1.1,1.079,0,31,"R",1,1,0,1,1,0,1,"R",1,1,1,6,41,-0.0210000000000001,"11","9","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1",1,1
"16709","33",3,"forced",7,42,"learn",3,4,0,0,0.5,0.635,0,27,"L",2,1,1,1,1,1,1,"L",2,1,1,3,42,0.135,"5","4","sw/sw/sw","6",6,1,"1/1/0",0,"1/1/0",1,1
"16710","33",3,"forced",7,43,"learn",6,7,0,1,0.5,0.512,0,32,"R",1,1,1,1,1,0,1,"R",2,1,0,6,43,0.012,"3","4","sw/rep/sw","6",3,1,"1/0/0",0,"1/0/0",1,1
"16711","33",3,"forced",7,44,"learn",2,5,0,0,0.2,0.302,0,27,"L",1,1,0,1,0,1,1,"R",1,0,1,2,44,0.102,"2","1","rep/sw/sw","4",6,3,"0/1/0",0,"0/1/0",1,1
"16712","33",3,"forced",7,45,"learn",8,4,0,1,0.8,0.874,0,36,"R",2,1,1,1,1,1,1,"L",2,0,1,8,45,0.074,"8","6","sw/sw/sw","6",2,2,"0/1/0",1,"0/1/1",1,1
"16713","33",3,"forced",7,46,"learn",3,3,1,0,0.4,0.71,0,28,"L",2,1,0,1,0,0,1,"L",2,1,1,3,46,0.31,"6","3","rep/rep/sw","2",8,2,"1/1/1",1,"1/1/1",1,NA
"16714","33",3,"forced",7,47,"learn",3,3,1,0,1,0.703,0,29,"L",2,0,0,0,0,0,0,"L",2,1,1,3,47,-0.297,"6","8","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,NA
"16715","33",3,"forced",7,48,"learn",8,3,0,1,0.3,0.357,0,37,"R",2,1,0,1,0,0,0,"L",2,0,1,8,48,0.057,"2","2","rep/rep/rep","0",3,2,"0/1/0",0,"0/1/0",1,1
"16716","33",3,"forced",7,49,"learn",5,1,0,0,0.5,0.639,0,28,"R",1,0,1,1,0,1,1,"L",1,0,1,5,49,0.139,"5","4","rep/sw/sw","4",8,2,"0/1/0",1,"0/1/1",1,1
"16717","33",3,"forced",7,50,"learn",7,2,0,0,0.3,0.682,0,33,"R",2,0,1,1,0,0,1,"L",1,0,0,7,50,0.382,"6","2","rep/rep/sw","2",5,1,"0/0/0",0,"0/0/0",1,NA
"16718","33",3,"forced",7,51,"learn",3,3,1,1,1.2,1.185,0,30,"L",2,1,0,1,0,1,1,"L",2,1,1,3,51,-0.0149999999999999,"12","10","rep/sw/sw","4",7,3,"1/1/1",1,"1/1/1",1,1
"16719","33",3,"forced",7,52,"learn",3,3,1,1,0.3,0.303,0,31,"L",2,0,0,0,0,0,0,"L",2,1,1,3,52,0.003,"2","2","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1
"16720","33",3,"forced",7,53,"learn",4,4,1,0,0.1,0.506,0,31,"L",2,0,0,1,0,0,1,"L",2,1,1,4,53,0.406,"3","1","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,NA
"16721","33",3,"forced",7,54,"learn",7,4,0,1,0.2,0.199,0,34,"R",2,1,0,1,0,0,0,"L",2,0,1,7,54,-0.001,"1","1","rep/rep/rep","0",4,2,"0/1/0",0,"0/1/0",1,1
"16722","33",3,"forced",7,55,"learn",4,4,1,1,0.7,0.644,0,32,"L",2,1,0,1,0,0,0,"L",2,1,1,4,55,-0.0559999999999999,"5","5","rep/rep/rep","0",7,2,"1/1/1",1,"1/1/1",1,1
"16723","33",3,"forced",7,56,"learn",1,1,1,0,0.6,0.731,0,27,"L",1,0,1,1,0,1,1,"L",1,1,1,1,56,0.131,"7","5","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1
"16724","33",3,"forced",7,57,"learn",6,5,0,1,0.6,0.663,0,33,"R",1,1,0,1,1,0,1,"R",1,1,1,6,57,0.0630000000000001,"6","5","sw/rep/sw","6",1,2,"1/1/0",0,"1/1/0",1,1
"16725","33",3,"forced",7,58,"learn",4,4,1,0,0.1,0.473,0,33,"L",2,1,1,1,1,1,1,"L",2,1,1,4,58,0.373,"3","1","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,NA
"16726","33",3,"forced",7,59,"learn",7,5,0,0,0.9,1.156,0,35,"R",2,1,0,1,1,1,1,"R",1,1,0,7,59,0.256,"12","7","sw/sw/sw","6",4,2,"1/0/0",1,"1/0/1",1,NA
"16727","33",3,"forced",7,60,"learn",3,7,0,0,0.3,0.436,0,32,"L",2,1,0,1,0,1,1,"R",2,0,1,3,60,0.136,"3","2","rep/sw/sw","4",7,3,"0/1/0",1,"0/1/1",1,1
"16728","33",3,"forced",7,61,"learn",3,4,0,1,0.9,0.938,0,33,"L",2,0,0,0,1,0,1,"L",2,1,1,3,61,0.0379999999999999,"9","7","sw/rep/sw","6",3,0,"1/1/0",0,"1/1/0",1,1
"16729","33",3,"forced",7,62,"learn",6,7,0,0,0.3,0.76,0,34,"R",1,1,1,1,1,0,1,"R",2,1,0,6,62,0.46,"7","2","sw/rep/sw","6",3,1,"1/0/0",0,"1/0/0",1,NA
"16730","33",3,"forced",7,63,"learn",2,1,0,0,0.8,1.009,0,28,"L",1,1,0,1,1,1,1,"L",1,1,1,2,63,0.209,"10","6","sw/sw/sw","6",6,3,"1/1/0",0,"1/1/0",1,1
"16731","33",3,"forced",7,64,"learn",1,1,1,1,0.7,0.613,0,28,"L",1,0,0,1,0,0,0,"L",1,1,1,1,64,-0.087,"5","5","rep/rep/rep","0",2,1,"1/1/1",1,"1/1/1",1,1
"16732","33",3,"forced",7,65,"learn",7,5,0,1,0.8,0.788,0,36,"R",2,1,1,1,1,0,1,"R",1,1,0,7,65,-0.012,"7","6","sw/rep/sw","6",1,2,"1/0/0",1,"1/0/1",1,1
"16733","33",3,"forced",7,66,"learn",2,7,0,1,0.1,0.186,0,29,"L",1,1,1,1,0,1,1,"R",2,0,0,2,66,0.086,"1","1","rep/sw/sw","4",7,1,"0/0/0",0,"0/0/0",1,1
"16734","33",3,"forced",7,67,"learn",6,5,0,1,1.2,1.263,0,35,"R",1,1,0,1,0,1,1,"R",1,1,1,6,67,0.0629999999999999,"12","10","rep/sw/sw","4",2,3,"1/1/0",0,"1/1/0",1,1
"16735","33",3,"forced",7,68,"learn",7,3,0,1,0.5,0.593,0,37,"R",2,0,1,1,1,1,1,"L",2,0,1,7,68,0.093,"5","4","sw/sw/sw","6",6,2,"0/1/0",1,"0/1/1",1,1
"16736","33",3,"forced",7,69,"learn",1,1,1,1,0.8,0.716,0,29,"L",1,1,1,1,0,1,1,"L",1,1,1,1,69,-0.0840000000000001,"6","6","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1",1,1
"16737","33",3,"forced",7,70,"learn",3,3,1,1,0.9,0.903,0,34,"L",2,0,1,1,0,1,1,"L",2,1,1,3,70,0.003,"9","7","rep/sw/sw","4",1,1,"1/1/1",1,"1/1/1",1,1
"16738","33",3,"forced",7,71,"learn",1,1,1,1,1.1,1.019,0,30,"L",1,0,1,1,0,1,1,"L",1,1,1,1,71,-0.0810000000000002,"10","9","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,1
"16739","33",3,"forced",7,72,"learn",5,7,0,1,0.2,0.204,0,29,"R",1,1,0,1,1,1,1,"R",2,1,0,5,72,0.00399999999999998,"1","1","sw/sw/sw","6",1,3,"1/0/0",1,"1/0/1",1,1
"16740","33",3,"forced",7,73,"learn",1,1,1,1,1,1.024,0,31,"L",1,1,0,1,1,1,1,"L",1,1,1,1,73,0.024,"10","8","sw/sw/sw","6",5,3,"1/1/1",1,"1/1/1",1,1
"16741","33",3,"forced",7,74,"learn",5,5,1,0,0.5,0.863,0,30,"R",1,1,0,1,1,0,1,"R",1,1,1,5,74,0.363,"8","4","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,NA
"16742","33",3,"forced",7,75,"learn",3,3,1,0,0.2,0.512,0,35,"L",2,1,1,1,1,1,1,"L",2,1,1,3,75,0.312,"3","1","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,NA
"16743","33",3,"forced",7,76,"learn",8,4,0,0,0.2,0.614,0,38,"R",2,1,0,1,0,0,1,"L",2,0,1,8,76,0.414,"5","1","rep/rep/sw","2",3,2,"0/1/0",1,"0/1/1",1,NA
"16744","33",3,"forced",7,77,"learn",4,4,1,0,1.2,1.394,0,34,"L",2,1,0,1,0,0,0,"L",2,1,1,4,77,0.194,"12","10","rep/rep/rep","0",8,3,"1/1/1",1,"1/1/1",1,1
"16745","33",3,"forced",7,78,"learn",1,3,0,0,0.2,0.479,0,32,"L",1,0,1,1,0,0,1,"L",2,1,0,1,78,0.279,"3","1","rep/rep/sw","2",4,2,"1/0/0",1,"1/0/1",1,NA
"16746","33",3,"forced",7,79,"learn",1,1,1,0,0.3,0.682,0,33,"L",1,0,0,0,0,1,1,"L",1,1,1,1,79,0.382,"6","2","rep/sw/sw","4",1,0,"1/1/1",1,"1/1/1",1,NA
"16747","33",3,"forced",7,80,"learn",6,2,0,0,0.3,0.683,0,36,"R",1,1,0,1,0,0,1,"L",1,0,1,6,80,0.383,"6","2","rep/rep/sw","2",1,2,"0/1/0",1,"0/1/1",1,NA
"16748","33",3,"forced",7,81,"learn",4,5,0,0,1.2,1.372,0,35,"L",2,1,1,1,1,0,1,"R",1,0,0,4,81,0.172,"12","10","sw/rep/sw","6",6,2,"0/0/0",0,"0/0/0",1,1
"16749","33",3,"forced",7,82,"learn",5,2,0,0,0.5,0.872,0,31,"R",1,1,1,1,1,0,1,"L",1,0,1,5,82,0.372,"8","4","sw/rep/sw","6",4,1,"0/1/0",0,"0/1/0",1,NA
"16750","33",3,"forced",7,83,"learn",1,6,0,0,1.1,1.359,0,34,"L",1,1,0,1,1,0,1,"R",1,0,1,1,83,0.259,"12","9","sw/rep/sw","6",5,3,"0/1/0",0,"0/1/0",1,NA
"16751","33",3,"forced",7,84,"learn",2,7,0,0,1,1.325,0,30,"L",1,0,0,1,0,1,1,"R",2,0,0,2,84,0.325,"12","8","rep/sw/sw","4",1,1,"0/0/0",0,"0/0/0",1,NA
"16752","33",3,"forced",7,85,"learn",2,3,0,0,0.4,0.812,0,31,"L",1,0,0,0,1,0,1,"L",2,1,0,2,85,0.412,"8","3","sw/rep/sw","6",2,0,"1/0/0",0,"1/0/0",1,NA
"16753","33",3,"forced",7,86,"learn",7,8,0,0,0.2,0.72,0,38,"R",2,1,1,1,1,0,1,"R",2,1,1,7,86,0.52,"6","1","sw/rep/sw","6",2,1,"1/1/0",0,"1/1/0",1,NA
"16754","33",3,"forced",7,87,"learn",4,5,0,0,0.1,0.655,0,36,"L",2,1,0,1,0,1,1,"R",1,0,0,4,87,0.555,"6","1","rep/sw/sw","4",7,2,"0/0/0",0,"0/0/0",1,NA
"16755","33",3,"forced",7,88,"learn",8,8,1,1,1.2,1.116,0,39,"R",2,1,0,1,0,1,1,"R",2,1,1,8,88,-0.0839999999999999,"11","10","rep/sw/sw","4",4,3,"1/1/1",1,"1/1/1",1,1
"16756","33",3,"forced",7,89,"learn",6,6,1,0,0.5,0.938,0,37,"R",1,0,1,1,0,1,1,"R",1,1,1,6,89,0.438,"9","4","rep/sw/sw","4",8,1,"1/1/1",1,"1/1/1",1,NA
"16757","33",3,"forced",7,90,"learn",8,7,0,0,0.2,0.671,0,40,"R",2,0,1,1,0,1,1,"R",2,1,1,8,90,0.471,"6","1","rep/sw/sw","4",6,1,"1/1/0",0,"1/1/0",1,NA
"16758","33",3,"forced",7,91,"learn",7,4,0,0,0.4,0.627,0,39,"R",2,0,0,1,1,0,1,"L",2,0,1,7,91,0.227,"5","3","sw/rep/sw","6",8,1,"0/1/0",0,"0/1/0",1,1
"16759","33",3,"forced",7,92,"learn",1,1,1,1,0.6,0.687,0,35,"L",1,1,1,1,0,1,1,"L",1,1,1,1,92,0.0870000000000001,"6","5","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1",1,1
"16760","33",3,"forced",7,93,"learn",2,2,1,0,0.3,0.582,0,32,"L",1,0,0,1,0,0,1,"L",1,1,1,2,93,0.282,"4","2","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,NA
"16761","33",3,"forced",7,94,"learn",5,7,0,1,0.6,0.628,0,32,"R",1,1,0,1,1,1,1,"R",2,1,0,5,94,0.028,"5","5","sw/sw/sw","6",2,2,"1/0/0",1,"1/0/1",1,1
"16762","33",3,"forced",7,95,"learn",6,6,1,1,1,0.969,0,38,"R",1,0,0,1,0,1,1,"R",1,1,1,6,95,-0.031,"10","8","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,1
"16763","33",3,"forced",7,96,"learn",2,4,0,0,0.3,0.474,0,33,"L",1,1,0,1,1,1,1,"L",2,1,0,2,96,0.174,"3","2","sw/sw/sw","6",6,3,"1/0/0",1,"1/0/1",1,1
"16764","33",3,"forced",8,1,"learn",3,3,1,1,0.6,0.589,0,36,"L",2,NA,NA,NA,NA,NA,NA,"L",2,1,1,3,1,-0.011,"4","5",NA,NA,2,NA,"1/1/1",1,"1/1/1",1,1
"16765","33",3,"forced",8,2,"learn",1,1,1,1,0.6,0.524,0,36,"L",1,0,1,1,0,1,1,"L",1,1,1,1,2,-0.076,"4","5","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,1
"16766","33",3,"forced",8,3,"learn",5,5,1,0,0.1,0.59,0,33,"R",1,1,0,1,1,0,1,"R",1,1,1,5,3,0.49,"4","1","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,NA
"16767","33",3,"forced",8,4,"learn",2,4,0,0,0.1,0.641,0,34,"L",1,1,0,1,1,1,1,"L",2,1,0,2,4,0.541,"5","1","sw/sw/sw","6",5,2,"1/0/0",1,"1/0/1",1,NA
"16768","33",3,"forced",8,5,"learn",4,4,1,0,0.9,1.038,0,37,"L",2,0,1,1,0,0,0,"L",2,1,1,4,5,0.138,"10","7","rep/rep/rep","0",2,1,"1/1/1",1,"1/1/1",1,1
"16769","33",3,"forced",8,6,"learn",2,2,1,0,0.5,0.67,0,35,"L",1,0,1,1,0,1,1,"L",1,1,1,2,6,0.17,"6","4","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1
"16770","33",3,"forced",8,7,"learn",2,2,1,0,0.3,0.408,0,36,"L",1,0,0,0,0,0,0,"L",1,1,1,2,7,0.108,"2","2","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1",1,1
"16771","33",3,"forced",8,8,"learn",1,2,0,0,0.1,0.453,0,37,"L",1,0,0,1,0,0,0,"L",1,1,1,1,8,0.353,"3","1","rep/rep/rep","0",2,1,"1/1/0",0,"1/1/0",1,NA
"16772","33",3,"forced",8,9,"learn",7,6,0,0,0.5,0.775,0,40,"R",2,1,1,1,1,0,1,"R",1,1,0,7,9,0.275,"7","4","sw/rep/sw","6",1,2,"1/0/0",0,"1/0/0",1,NA
"16773","33",3,"forced",8,10,"learn",4,4,1,1,0.8,0.701,0,38,"L",2,1,0,1,1,1,1,"L",2,1,1,4,10,-0.0990000000000001,"6","6","sw/sw/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"16774","33",3,"forced",8,11,"learn",1,1,1,0,0.9,0.786,0,38,"L",1,0,1,1,0,1,1,"L",1,1,1,1,11,-0.114,"7","7","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1
"16775","33",3,"forced",8,12,"learn",7,3,0,0,0.2,0.604,0,41,"R",2,1,1,1,0,1,1,"L",2,0,1,7,12,0.404,"5","1","rep/sw/sw","4",1,2,"0/1/0",1,"0/1/1",1,NA
"16776","33",3,"forced",8,13,"learn",1,1,1,0,1.2,1.055,0,39,"L",1,1,1,1,0,1,1,"L",1,1,1,1,13,-0.145,"11","10","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1",1,1
"16777","33",3,"forced",8,14,"learn",1,1,1,1,0.5,0.488,0,40,"L",1,0,0,0,0,0,0,"L",1,1,1,1,14,-0.012,"3","4","rep/rep/rep","0",1,0,"1/1/1",1,"1/1/1",1,1
"16778","33",3,"forced",8,15,"learn",3,4,0,0,0.4,0.521,0,37,"L",2,0,1,1,0,1,1,"L",2,1,1,3,15,0.121,"3","3","rep/sw/sw","4",1,1,"1/1/0",0,"1/1/0",1,1
"16779","33",3,"forced",8,16,"learn",2,2,1,1,1.1,1.016,0,37,"L",1,0,1,1,0,1,1,"L",1,1,1,2,16,-0.0840000000000001,"10","9","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"16780","33",3,"forced",8,17,"learn",7,1,0,0,0.3,0.515,0,42,"R",2,1,1,1,0,0,1,"L",1,0,0,7,17,0.215,"3","2","rep/rep/sw","2",2,1,"0/0/0",1,"0/0/1",1,1
"16781","33",3,"forced",8,18,"learn",1,1,1,0,0.4,0.637,0,41,"L",1,1,1,1,0,0,0,"L",1,1,1,1,18,0.237,"5","3","rep/rep/rep","0",7,2,"1/1/1",1,"1/1/1",1,1
"16782","33",3,"forced",8,19,"learn",8,6,0,0,1.1,0.938,0,41,"R",2,1,1,1,1,0,1,"R",1,1,0,8,19,-0.162,"9","9","sw/rep/sw","6",1,1,"1/0/0",1,"1/0/1",1,1
"16783","33",3,"forced",8,20,"learn",5,4,0,0,1.1,1.235,0,34,"R",1,0,1,1,1,1,1,"L",2,0,0,5,20,0.135,"12","9","sw/sw/sw","6",8,2,"0/0/0",0,"0/0/0",1,1
"16784","33",3,"forced",8,21,"learn",3,3,1,0,0.8,0.929,0,38,"L",2,1,1,1,0,0,1,"L",2,1,1,3,21,0.129,"9","6","rep/rep/sw","2",5,2,"1/1/1",1,"1/1/1",1,1
"16785","33",3,"forced",8,22,"learn",4,4,1,0,0.8,0.546,0,39,"L",2,0,0,1,0,0,1,"L",2,1,1,4,22,-0.254,"4","6","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,NA
"16786","33",3,"forced",8,23,"learn",8,5,0,0,0.2,0.584,0,42,"R",2,1,0,1,1,1,1,"R",1,1,0,8,23,0.384,"4","1","sw/sw/sw","6",4,3,"1/0/0",0,"1/0/0",1,NA
"16787","33",3,"forced",8,24,"learn",6,6,1,0,1,0.897,0,39,"R",1,0,1,1,0,0,1,"R",1,1,1,6,24,-0.103,"9","8","rep/rep/sw","2",8,1,"1/1/1",1,"1/1/1",1,1
"16788","33",3,"forced",8,25,"learn",4,4,1,0,0.3,0.724,0,40,"L",2,1,1,1,1,1,1,"L",2,1,1,4,25,0.424,"7","2","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,NA
"16789","33",3,"forced",8,26,"learn",5,8,0,1,0.6,0.504,0,35,"R",1,1,1,1,1,0,1,"R",2,1,0,5,26,-0.096,"3","5","sw/rep/sw","6",4,1,"1/0/0",0,"1/0/0",1,1
"16790","33",3,"forced",8,27,"learn",5,5,1,0,0.9,0.749,0,36,"R",1,0,0,0,0,1,1,"R",1,1,1,5,27,-0.151,"7","7","rep/sw/sw","4",5,0,"1/1/1",1,"1/1/1",1,1
"16791","33",3,"forced",8,28,"learn",6,6,1,1,0.8,0.701,0,40,"R",1,0,0,1,0,0,1,"R",1,1,1,6,28,-0.0990000000000001,"6","6","rep/rep/sw","2",5,1,"1/1/1",1,"1/1/1",1,1
"16792","33",3,"forced",8,29,"learn",5,5,1,0,1.2,1.056,0,37,"R",1,0,0,1,0,0,1,"R",1,1,1,5,29,-0.144,"11","10","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1",1,1
"16793","33",3,"forced",8,30,"learn",5,5,1,1,0.6,0.617,0,38,"R",1,0,0,0,0,0,0,"R",1,1,1,5,30,0.017,"5","5","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1
"16794","33",3,"forced",8,31,"learn",2,3,0,0,0.6,0.774,0,38,"L",1,1,0,1,1,1,1,"L",2,1,0,2,31,0.174,"7","5","sw/sw/sw","6",5,2,"1/0/0",0,"1/0/0",1,1
"16795","33",3,"forced",8,32,"learn",5,5,1,1,0.7,0.772,0,39,"R",1,1,0,1,1,1,1,"R",1,1,1,5,32,0.0720000000000001,"7","5","sw/sw/sw","6",2,2,"1/1/1",1,"1/1/1",1,1
"16796","33",3,"forced",8,33,"learn",5,5,1,0,0.1,0.425,0,40,"R",1,0,0,0,0,0,0,"R",1,1,1,5,33,0.325,"3","1","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,NA
