"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","day","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill"
"1907","sub19",7,"forced",9,16,"learn",1,2,0,0,0.8,0.974,0,8,50,"L",1,1,1,1,1,0,1,"L",1,1,1,1,16,0.174,"9","6","sw/rep/sw","6",7,2,"1/1/0",0,"1/1/0",1,1
"1908","sub19",7,"forced",9,17,"learn",4,1,0,1,0.7,0.646,0,8,50,"L",2,0,1,1,0,0,1,"L",1,1,0,4,17,-0.0539999999999999,"5","5","rep/rep/sw","2",1,2,"1/0/0",0,"1/0/0",1,1
"1909","sub19",7,"forced",9,18,"learn",6,6,1,1,0.8,0.853,0,8,50,"R",1,1,1,1,1,0,1,"R",1,1,1,6,18,0.0529999999999999,"8","6","sw/rep/sw","6",4,2,"1/1/1",1,"1/1/1",1,1
"1910","sub19",7,"forced",9,19,"learn",6,6,1,1,0.9,0.932,0,8,51,"R",1,0,0,0,0,0,0,"R",1,1,1,6,19,0.032,"9","7","rep/rep/rep","0",6,0,"1/1/1",1,"1/1/1",1,1
"1911","sub19",7,"forced",9,20,"learn",2,3,0,0,0.6,0.733,0,8,51,"L",1,1,0,1,1,1,1,"L",2,1,0,2,20,0.133,"6","5","sw/sw/sw","6",6,3,"1/0/0",0,"1/0/0",1,1
"1912","sub19",7,"forced",9,21,"learn",1,1,1,0,0.2,0.673,0,8,51,"L",1,0,0,1,0,1,1,"L",1,1,1,1,21,0.473,"6","1","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,NA
"1913","sub19",7,"forced",9,22,"learn",2,1,0,0,1,1.21,0,8,52,"L",1,0,0,1,0,0,0,"L",1,1,1,2,22,0.21,"12","8","rep/rep/rep","0",1,1,"1/1/0",0,"1/1/0",1,1
"1914","sub19",7,"forced",9,23,"learn",4,7,0,1,0.2,0.213,0,8,51,"L",2,0,1,1,1,1,1,"R",2,0,1,4,23,0.013,"1","1","sw/sw/sw","6",2,1,"0/1/0",0,"0/1/0",1,1
"1915","sub19",7,"forced",9,24,"learn",6,6,1,1,1.1,1.099,0,8,52,"R",1,1,1,1,0,1,1,"R",1,1,1,6,24,-0.00100000000000011,"11","9","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1
"1916","sub19",7,"forced",9,25,"learn",3,4,0,1,1,1.031,0,8,55,"L",2,1,1,1,1,1,1,"L",2,1,1,3,25,0.0309999999999999,"10","8","sw/sw/sw","6",6,1,"1/1/0",0,"1/1/0",1,1
"1917","sub19",7,"forced",9,26,"learn",5,5,1,1,0.9,0.851,0,8,51,"R",1,1,1,1,1,1,1,"R",1,1,1,5,26,-0.049,"8","7","sw/sw/sw","6",3,2,"1/1/1",1,"1/1/1",1,1
"1918","sub19",7,"forced",9,27,"learn",8,8,1,1,0.8,0.848,0,8,50,"R",2,0,1,1,0,1,1,"R",2,1,1,8,27,0.0479999999999999,"8","6","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1
"1919","sub19",7,"forced",9,28,"learn",1,7,0,0,0.1,0.222,0,8,52,"L",1,1,1,1,0,0,1,"R",2,0,0,1,28,0.122,"2","1","rep/rep/sw","2",8,1,"0/0/0",1,"0/0/1",1,1
"1920","sub19",7,"forced",9,29,"learn",1,2,0,1,1.1,1.078,0,8,53,"L",1,0,0,0,1,1,1,"L",1,1,1,1,29,-0.022,"10","9","sw/sw/sw","6",1,0,"1/1/0",0,"1/1/0",1,1
"1921","sub19",7,"forced",9,30,"learn",4,4,1,1,1.1,1.029,0,8,52,"L",2,0,1,1,0,1,1,"L",2,1,1,4,30,-0.0710000000000002,"10","9","rep/sw/sw","4",1,2,"1/1/1",1,"1/1/1",1,1
"1922","sub19",7,"forced",9,31,"learn",8,8,1,1,0.8,0.745,0,8,51,"R",2,1,0,1,1,0,1,"R",2,1,1,8,31,-0.055,"7","6","sw/rep/sw","6",4,3,"1/1/1",1,"1/1/1",1,1
"1923","sub19",7,"forced",9,32,"learn",5,5,1,1,0.9,0.856,0,8,52,"R",1,0,1,1,0,1,1,"R",1,1,1,5,32,-0.044,"8","7","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"1924","sub19",7,"forced",9,33,"learn",4,4,1,1,0.8,0.813,0,8,53,"L",2,1,1,1,1,1,1,"L",2,1,1,4,33,0.0129999999999999,"7","6","sw/sw/sw","6",5,1,"1/1/1",1,"1/1/1",1,1
"1925","sub19",7,"forced",9,34,"learn",8,8,1,1,1,0.908,0,8,52,"R",2,1,0,1,1,0,1,"R",2,1,1,8,34,-0.092,"9","8","sw/rep/sw","6",4,3,"1/1/1",1,"1/1/1",1,1
"1926","sub19",7,"forced",9,35,"learn",2,1,0,0,0.3,0.404,0,8,53,"L",1,1,1,1,1,1,1,"L",1,1,1,2,35,0.104,"2","2","sw/sw/sw","6",8,2,"1/1/0",0,"1/1/0",1,1
"1927","sub19",7,"forced",9,36,"learn",6,8,0,0,0.5,0.8,0,8,53,"R",1,1,0,1,1,1,1,"R",2,1,0,6,36,0.3,"7","4","sw/sw/sw","6",2,3,"1/0/0",1,"1/0/1",1,NA
"1928","sub19",7,"forced",9,37,"learn",8,7,0,1,1,0.971,0,8,53,"R",2,0,1,1,0,0,1,"R",2,1,1,8,37,-0.029,"9","8","rep/rep/sw","2",6,1,"1/1/0",0,"1/1/0",1,1
"1929","sub19",7,"forced",9,38,"learn",4,3,0,0,0.9,1.107,0,8,54,"L",2,1,0,1,1,0,1,"L",2,1,1,4,38,0.207,"11","7","sw/rep/sw","6",8,3,"1/1/0",0,"1/1/0",1,1
"1930","sub19",7,"forced",9,39,"learn",2,2,1,1,1.1,1.097,0,8,54,"L",1,0,1,1,0,1,1,"L",1,1,1,2,39,-0.00300000000000011,"11","9","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1
"1931","sub19",7,"forced",9,40,"learn",6,6,1,0,0.4,0.763,0,8,54,"R",1,1,0,1,1,0,1,"R",1,1,1,6,40,0.363,"7","3","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,NA
"1932","sub19",7,"forced",9,41,"learn",7,7,1,0,0.5,0.678,0,8,50,"R",2,0,1,1,0,1,1,"R",2,1,1,7,41,0.178,"6","4","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,1
"1933","sub19",7,"forced",9,42,"learn",7,7,1,1,0.9,0.896,0,8,51,"R",2,0,0,0,0,0,0,"R",2,1,1,7,42,-0.004,"8","7","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1",1,1
"1934","sub19",7,"forced",9,43,"learn",4,4,1,1,0.7,0.698,0,8,55,"L",2,1,0,1,1,0,1,"L",2,1,1,4,43,-0.002,"6","5","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"1935","sub19",7,"forced",9,44,"learn",5,7,0,0,0.5,0.733,0,8,53,"R",1,1,1,1,1,0,1,"R",2,1,0,5,44,0.233,"6","4","sw/rep/sw","6",4,1,"1/0/0",1,"1/0/1",1,1
"1936","sub19",7,"forced",9,45,"learn",6,6,1,1,1,0.958,0,8,55,"R",1,0,0,1,0,1,1,"R",1,1,1,6,45,-0.042,"9","8","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,1
"1937","sub19",7,"forced",9,46,"learn",4,4,1,0,0.7,1.164,0,8,56,"L",2,1,1,1,1,1,1,"L",2,1,1,4,46,0.464,"12","5","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,NA
"1938","sub19",7,"forced",9,47,"learn",3,3,1,1,0.9,0.911,0,8,56,"L",2,0,0,1,0,0,1,"L",2,1,1,3,47,0.011,"9","7","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,1
"1939","sub19",7,"forced",9,48,"learn",8,6,0,0,0.9,0.739,0,8,54,"R",2,1,0,1,1,1,1,"R",1,1,0,8,48,-0.161,"6","7","sw/sw/sw","6",3,2,"1/0/0",1,"1/0/1",1,1
"1940","sub19",7,"forced",9,49,"learn",8,8,1,0,0.2,0.439,0,8,55,"R",2,0,0,0,0,1,1,"R",2,1,1,8,49,0.239,"3","1","rep/sw/sw","4",8,0,"1/1/1",1,"1/1/1",1,1
"1941","sub19",7,"forced",9,50,"learn",7,6,0,1,1.2,1.227,0,8,52,"R",2,0,0,1,0,1,1,"R",1,1,0,7,50,0.0270000000000001,"12","10","rep/sw/sw","4",8,1,"1/0/0",0,"1/0/0",1,1
"1942","sub19",7,"forced",9,51,"learn",1,1,1,1,0.7,0.785,0,8,54,"L",1,1,1,1,1,0,1,"L",1,1,1,1,51,0.0850000000000001,"7","5","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"1943","sub19",7,"forced",9,52,"learn",6,6,1,0,0.8,1.347,0,8,56,"R",1,1,0,1,1,0,1,"R",1,1,1,6,52,0.547,"12","6","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1",1,NA
"1944","sub19",7,"forced",9,53,"learn",7,7,1,1,0.8,0.817,0,8,53,"R",2,0,1,1,0,1,1,"R",2,1,1,7,53,0.0169999999999999,"7","6","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,1
"1945","sub19",7,"forced",9,55,"learn",2,2,1,1,0.8,0.867,0,8,55,"L",1,0,1,1,0,1,1,"L",1,1,1,2,55,0.0669999999999999,"8","6","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"1946","sub19",7,"forced",9,56,"learn",5,1,0,0,0.9,1.022,0,8,54,"R",1,1,0,1,0,0,1,"L",1,0,1,5,56,0.122,"10","7","rep/rep/sw","2",2,2,"0/1/0",1,"0/1/1",1,1
"1947","sub19",7,"forced",9,57,"learn",8,8,1,0,0.4,0.609,0,8,56,"R",2,0,1,1,1,1,1,"R",2,1,1,8,57,0.209,"5","3","sw/sw/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"1948","sub19",7,"forced",9,58,"learn",8,8,1,1,1.1,1.132,0,8,57,"R",2,0,0,0,0,0,0,"R",2,1,1,8,58,0.0319999999999998,"11","9","rep/rep/rep","0",8,0,"1/1/1",1,"1/1/1",1,1
"1949","sub19",7,"forced",9,59,"learn",3,7,0,1,1.2,1.161,0,8,58,"L",2,1,0,1,0,0,1,"R",2,0,1,3,59,-0.0389999999999999,"11","10","rep/rep/sw","2",8,2,"0/1/0",1,"0/1/1",1,1
"1950","sub19",7,"forced",9,60,"learn",4,4,1,1,1,0.943,0,8,57,"L",2,0,0,1,1,0,1,"L",2,1,1,4,60,-0.0570000000000001,"9","8","sw/rep/sw","6",3,1,"1/1/1",1,"1/1/1",1,1
"1951","sub19",7,"forced",9,62,"learn",7,7,1,1,0.8,0.867,0,8,54,"R",2,0,1,1,0,1,1,"R",2,1,1,7,62,0.0669999999999999,"8","6","rep/sw/sw","4",5,1,"1/1/1",1,"1/1/1",1,1
"1952","sub19",7,"forced",9,64,"learn",6,6,1,0,0.7,0.854,0,8,57,"R",1,1,0,1,1,0,1,"R",1,1,1,6,64,0.154,"8","5","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1",1,1
"1953","sub19",7,"forced",9,65,"learn",4,3,0,1,0.9,0.888,0,8,58,"L",2,1,1,1,1,1,1,"L",2,1,1,4,65,-0.012,"8","7","sw/sw/sw","6",6,2,"1/1/0",0,"1/1/0",1,1
"1954","sub19",7,"forced",9,66,"learn",1,1,1,0,0.8,0.966,0,8,56,"L",1,0,1,1,0,1,1,"L",1,1,1,1,66,0.166,"9","6","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1
"1955","sub19",7,"forced",9,67,"learn",2,2,1,1,1.1,1.121,0,8,56,"L",1,0,0,1,0,0,1,"L",1,1,1,2,67,0.0209999999999999,"11","9","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,1
"1956","sub19",7,"forced",9,68,"learn",4,3,0,1,1.1,1.104,0,8,59,"L",2,0,1,1,0,1,1,"L",2,1,1,4,68,0.004,"11","9","rep/sw/sw","4",2,1,"1/1/0",0,"1/1/0",1,1
"1957","sub19",7,"forced",9,69,"learn",8,8,1,0,0.1,0.618,0,8,58,"R",2,1,0,1,1,0,1,"R",2,1,1,8,69,0.518,"5","1","sw/rep/sw","6",4,3,"1/1/1",1,"1/1/1",1,NA
"1958","sub19",7,"forced",9,72,"learn",8,4,0,1,0.8,0.843,0,8,59,"R",2,1,0,1,0,0,1,"L",2,0,1,8,72,0.0429999999999999,"8","6","rep/rep/sw","2",3,2,"0/1/0",1,"0/1/1",1,1
"1959","sub19",7,"forced",9,73,"learn",3,3,1,1,1.1,1.032,0,8,60,"L",2,1,0,1,0,0,1,"L",2,1,1,3,73,-0.0680000000000001,"10","9","rep/rep/sw","2",8,2,"1/1/1",1,"1/1/1",1,1
"1960","sub19",7,"forced",9,75,"learn",8,8,1,0,0.3,0.533,0,8,60,"R",2,0,0,1,0,0,1,"R",2,1,1,8,75,0.233,"4","2","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1
"1961","sub19",7,"forced",9,77,"learn",2,2,1,1,1.1,1.136,0,8,58,"L",1,0,0,0,0,0,0,"L",1,1,1,2,77,0.0359999999999998,"11","9","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1",1,1
"1962","sub19",7,"forced",9,78,"learn",7,7,1,0,0.9,1.074,0,8,56,"R",2,1,1,1,1,1,1,"R",2,1,1,7,78,0.174,"10","7","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"1963","sub19",7,"forced",9,79,"learn",5,5,1,1,0.9,0.989,0,8,56,"R",1,0,1,1,0,1,1,"R",1,1,1,5,79,0.089,"9","7","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1",1,1
"1964","sub19",7,"forced",9,80,"learn",4,3,0,0,0.3,0.582,0,8,60,"L",2,1,1,1,1,1,1,"L",2,1,1,4,80,0.282,"4","2","sw/sw/sw","6",5,1,"1/1/0",0,"1/1/0",1,NA
"1965","sub19",7,"forced",9,81,"learn",2,2,1,1,1,0.913,0,8,59,"L",1,0,1,1,0,1,1,"L",1,1,1,2,81,-0.087,"9","8","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1
"1966","sub19",7,"forced",9,82,"learn",3,3,1,0,0.5,1.377,0,8,61,"L",2,0,1,1,0,1,1,"L",2,1,1,3,82,0.877,"12","4","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1",1,NA
"1967","sub19",7,"forced",9,83,"learn",3,3,1,1,0.6,0.593,0,8,62,"L",2,0,0,0,0,0,0,"L",2,1,1,3,83,-0.00700000000000001,"5","5","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1
"1968","sub19",7,"forced",9,84,"learn",1,1,1,0,0.8,1.541,0,8,57,"L",1,0,1,1,0,1,1,"L",1,1,1,1,84,0.741,"12","6","rep/sw/sw","4",3,1,"1/1/1",1,"1/1/1",1,NA
"1969","sub19",7,"forced",9,85,"learn",6,5,0,0,0.9,1.33,0,8,59,"R",1,1,0,1,1,0,1,"R",1,1,1,6,85,0.43,"12","7","sw/rep/sw","6",1,2,"1/1/0",0,"1/1/0",1,NA
"1970","sub19",7,"forced",9,86,"learn",4,4,1,0,0.1,1.468,0,8,61,"L",2,1,1,1,1,1,1,"L",2,1,1,4,86,1.368,"12","1","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,NA
"1971","sub19",7,"forced",9,87,"learn",4,4,1,0,0.2,0.674,0,8,62,"L",2,0,0,0,0,0,0,"L",2,1,1,4,87,0.474,"6","1","rep/rep/rep","0",4,0,"1/1/1",1,"1/1/1",1,NA
"1972","sub19",7,"forced",9,88,"learn",1,1,1,0,0.7,0.841,0,8,58,"L",1,0,1,1,0,1,1,"L",1,1,1,1,88,0.141,"8","5","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1
"1973","sub19",7,"forced",9,89,"learn",6,6,1,1,0.1,0.072,0,8,60,"R",1,1,0,1,1,0,1,"R",1,1,1,6,89,-0.028,"1","1","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1",1,1
"1974","sub19",7,"forced",9,90,"learn",5,5,1,1,1.2,1.126,0,8,57,"R",1,0,0,1,0,0,1,"R",1,1,1,5,90,-0.0740000000000001,"11","10","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1",1,1
"1975","sub19",7,"forced",9,91,"learn",2,2,1,0,1,1.158,0,8,60,"L",1,1,0,1,1,0,1,"L",1,1,1,2,91,0.158,"11","8","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"1976","sub19",7,"forced",9,92,"learn",2,2,1,1,0.7,0.627,0,8,61,"L",1,0,0,0,0,0,0,"L",1,1,1,2,92,-0.073,"5","5","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1",1,1
"1977","sub19",7,"forced",9,93,"learn",5,5,1,1,1.2,1.116,0,8,58,"R",1,1,0,1,1,0,1,"R",1,1,1,5,93,-0.0839999999999999,"11","10","sw/rep/sw","6",2,2,"1/1/1",1,"1/1/1",1,1
"1978","sub19",7,"forced",9,94,"learn",1,1,1,1,0.6,0.641,0,8,59,"L",1,1,0,1,1,0,1,"L",1,1,1,1,94,0.041,"5","5","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1",1,1
"1979","sub19",7,"forced",9,95,"learn",2,2,1,1,0.8,0.841,0,8,62,"L",1,0,0,1,0,0,1,"L",1,1,1,2,95,0.0409999999999999,"8","6","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,1
"1980","sub19",7,"forced",9,96,"learn",1,1,1,1,1.1,1.076,0,8,60,"L",1,0,0,1,0,0,1,"L",1,1,1,1,96,-0.024,"10","9","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1",1,1
"1981","sub19",7,"forced",10,1,"learn",7,7,1,0,0.3,0.651,0,8,57,"R",2,NA,NA,NA,NA,NA,NA,"R",2,1,1,7,1,0.351,"5","2",NA,NA,1,NA,"1/1/1",1,"1/1/1",1,NA
"1982","sub19",7,"forced",10,2,"learn",8,8,1,1,0.5,0.576,0,8,61,"R",2,0,0,1,0,0,1,"R",2,1,1,8,2,0.076,"4","4","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1
"1983","sub19",7,"forced",10,3,"learn",5,5,1,0,0.7,0.864,0,8,59,"R",1,0,1,1,0,1,1,"R",1,1,1,5,3,0.164,"8","5","rep/sw/sw","4",8,2,"1/1/1",1,"1/1/1",1,1
"1984","sub19",7,"forced",10,4,"learn",1,1,1,1,0.9,0.846,0,8,61,"L",1,1,0,1,1,0,1,"L",1,1,1,1,4,-0.054,"8","7","sw/rep/sw","6",5,3,"1/1/1",1,"1/1/1",1,1
"1985","sub19",7,"forced",10,5,"learn",2,2,1,1,0.9,0.868,0,8,63,"L",1,0,0,1,0,0,1,"L",1,1,1,2,5,-0.032,"8","7","rep/rep/sw","2",1,1,"1/1/1",1,"1/1/1",1,1
"1986","sub19",7,"forced",10,6,"learn",1,1,1,0,0.8,0.688,0,8,62,"L",1,0,0,1,0,0,1,"L",1,1,1,1,6,-0.112,"6","6","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1",1,1
"1987","sub19",7,"forced",10,7,"learn",1,2,0,1,0.1,0.125,0,8,63,"L",1,0,0,0,0,0,1,"L",1,1,1,1,7,0.025,"1","1","rep/rep/sw","2",1,0,"1/1/0",0,"1/1/0",1,1
"1988","sub19",7,"forced",10,8,"learn",5,6,0,1,0.1,0.101,0,8,60,"R",1,1,0,1,1,0,1,"R",1,1,1,5,8,0.001,"1","1","sw/rep/sw","6",1,3,"1/1/0",0,"1/1/0",1,1
"1989","sub19",7,"forced",10,9,"learn",6,6,1,1,0.7,0.731,0,8,61,"R",1,0,0,1,0,0,0,"R",1,1,1,6,9,0.031,"6","5","rep/rep/rep","0",5,1,"1/1/1",1,"1/1/1",1,1
"1990","sub19",7,"forced",10,10,"learn",5,5,1,0,0.4,0.537,0,8,61,"R",1,0,0,1,0,0,1,"R",1,1,1,5,10,0.137,"4","3","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1",1,1
"1991","sub19",7,"forced",10,11,"learn",8,7,0,1,0.2,0.156,0,8,62,"R",2,0,1,1,0,1,1,"R",2,1,1,8,11,-0.044,"1","1","rep/sw/sw","4",5,2,"1/1/0",0,"1/1/0",1,1
"1992","sub19",7,"forced",10,12,"learn",4,8,0,1,0.2,0.226,0,8,63,"L",2,1,0,1,0,0,1,"R",2,0,1,4,12,0.026,"2","1","rep/rep/sw","2",8,3,"0/1/0",1,"0/1/1",1,1
"1993","sub19",7,"forced",10,13,"learn",2,2,1,1,0.8,0.815,0,8,64,"L",1,0,1,1,1,1,1,"L",1,1,1,2,13,0.0149999999999999,"7","6","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"1994","sub19",7,"forced",10,14,"learn",7,6,0,1,1.1,1.166,0,8,58,"R",2,1,1,1,1,0,1,"R",1,1,0,7,14,0.0659999999999998,"12","9","sw/rep/sw","6",2,1,"1/0/0",0,"1/0/0",1,1
"1995","sub19",7,"forced",10,15,"learn",2,2,1,1,1.1,1.135,0,8,65,"L",1,1,1,1,1,0,1,"L",1,1,1,2,15,0.0349999999999999,"11","9","sw/rep/sw","6",7,1,"1/1/1",1,"1/1/1",1,1
"1996","sub19",7,"forced",10,16,"learn",2,4,0,1,0.2,0.176,0,8,66,"L",1,0,0,0,0,1,1,"L",2,1,0,2,16,-0.024,"1","1","rep/sw/sw","4",2,0,"1/0/0",1,"1/0/1",1,1
"1997","sub19",7,"forced",10,17,"learn",8,6,0,0,0.6,0.716,0,8,63,"R",2,1,1,1,1,1,1,"R",1,1,0,8,17,0.116,"6","5","sw/sw/sw","6",2,2,"1/0/0",1,"1/0/1",1,1
"1998","sub19",7,"forced",10,18,"learn",8,8,1,1,1.2,1.141,0,8,64,"R",2,0,0,0,0,1,1,"R",2,1,1,8,18,-0.0589999999999999,"11","10","rep/sw/sw","4",8,0,"1/1/1",1,"1/1/1",1,1
"1999","sub19",7,"forced",10,19,"learn",6,8,0,1,0.1,0.161,0,8,62,"R",1,0,1,1,0,0,0,"R",2,1,0,6,19,0.061,"1","1","rep/rep/rep","0",8,1,"1/0/0",1,"1/0/1",1,1
"2000","sub19",7,"forced",10,20,"learn",4,4,1,1,0.8,0.835,0,8,64,"L",2,1,1,1,1,0,1,"L",2,1,1,4,20,0.0349999999999999,"8","6","sw/rep/sw","6",6,2,"1/1/1",1,"1/1/1",1,1
"2001","sub19",7,"forced",10,21,"learn",7,3,0,1,1.2,1.224,0,8,59,"R",2,1,0,1,0,0,1,"L",2,0,1,7,21,0.024,"12","10","rep/rep/sw","2",4,2,"0/1/0",1,"0/1/1",1,1
"2002","sub19",7,"forced",10,22,"learn",6,2,0,0,0.2,1.422,0,8,63,"R",1,0,1,1,0,1,1,"L",1,0,1,6,22,1.222,"12","1","rep/sw/sw","4",7,2,"0/1/0",1,"0/1/1",1,NA
"2003","sub19",7,"forced",10,23,"learn",1,1,1,1,1.2,1.187,0,8,64,"L",1,1,0,1,0,0,1,"L",1,1,1,1,23,-0.0129999999999999,"12","10","rep/rep/sw","2",6,2,"1/1/1",1,"1/1/1",1,1
"2004","sub19",7,"forced",10,24,"learn",5,5,1,0,0.3,0.513,0,8,62,"R",1,1,0,1,1,0,1,"R",1,1,1,5,24,0.213,"3","2","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1
"2005","sub19",7,"forced",10,25,"learn",8,8,1,1,0.9,0.83,0,8,65,"R",2,0,1,1,0,1,1,"R",2,1,1,8,25,-0.0700000000000001,"8","7","rep/sw/sw","4",5,2,"1/1/1",1,"1/1/1",1,1
"2006","sub19",7,"forced",10,26,"learn",7,7,1,1,0.1,0.197,0,8,60,"R",2,0,0,1,0,0,1,"R",2,1,1,7,26,0.097,"1","1","rep/rep/sw","2",8,1,"1/1/1",1,"1/1/1",1,1
"2007","sub19",7,"forced",10,27,"learn",4,4,1,1,0.9,0.929,0,8,65,"L",2,1,0,1,1,0,1,"L",2,1,1,4,27,0.029,"9","7","sw/rep/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"2008","sub19",7,"forced",10,28,"learn",5,5,1,1,1.1,1.116,0,8,63,"R",1,1,1,1,1,1,1,"R",1,1,1,5,28,0.016,"11","9","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"2009","sub19",7,"forced",10,29,"learn",6,6,1,0,0.4,0.642,0,8,64,"R",1,0,0,1,0,0,1,"R",1,1,1,6,29,0.242,"5","3","rep/rep/sw","2",5,1,"1/1/1",1,"1/1/1",1,1
"2010","sub19",7,"forced",10,31,"learn",6,3,0,0,0.2,0.81,0,8,65,"R",1,1,1,1,0,1,1,"L",2,0,0,6,31,0.61,"7","1","rep/sw/sw","4",3,1,"0/0/0",0,"0/0/0",1,NA
"2011","sub19",7,"forced",10,32,"learn",6,6,1,1,1,0.969,0,8,66,"R",1,0,0,0,1,1,1,"R",1,1,1,6,32,-0.031,"9","8","sw/sw/sw","6",6,0,"1/1/1",1,"1/1/1",1,1
"2012","sub19",7,"forced",10,33,"learn",4,4,1,0,0.2,0.767,0,8,66,"L",2,1,1,1,1,1,1,"L",2,1,1,4,33,0.567,"7","1","sw/sw/sw","6",6,2,"1/1/1",1,"1/1/1",1,NA
"2013","sub19",7,"forced",10,34,"learn",7,8,0,1,0.1,0.124,0,8,61,"R",2,1,0,1,1,0,1,"R",2,1,1,7,34,0.024,"1","1","sw/rep/sw","6",4,2,"1/1/0",0,"1/1/0",1,1
"2014","sub19",7,"forced",10,35,"learn",2,7,0,1,0.1,0.074,0,8,67,"L",1,1,1,1,0,0,1,"R",2,0,0,2,35,-0.026,"1","1","rep/rep/sw","2",7,1,"0/0/0",0,"0/0/0",1,1
"2015","sub19",7,"forced",10,36,"learn",8,4,0,0,0.4,0.687,0,8,66,"R",2,1,1,1,1,0,1,"L",2,0,1,8,36,0.287,"6","3","sw/rep/sw","6",2,2,"0/1/0",1,"0/1/1",1,NA
"2016","sub19",7,"forced",10,38,"learn",8,8,1,0,0.4,0.693,0,8,67,"R",2,1,1,1,1,1,1,"R",2,1,1,8,38,0.293,"6","3","sw/sw/sw","6",1,1,"1/1/1",1,"1/1/1",1,NA
"2017","sub19",7,"forced",10,40,"learn",3,7,0,1,1.1,1.09,0,8,64,"L",2,1,1,1,0,1,1,"R",2,0,1,3,40,-0.01,"11","9","rep/sw/sw","4",6,1,"0/1/0",1,"0/1/1",1,1
"2018","sub19",7,"forced",10,41,"learn",5,2,0,0,0.6,0.754,0,8,64,"R",1,1,1,1,1,1,1,"L",1,0,1,5,41,0.154,"7","5","sw/sw/sw","6",3,2,"0/1/0",0,"0/1/0",1,1
"2019","sub19",7,"forced",10,42,"learn",5,5,1,0,0.1,0.218,0,8,65,"R",1,0,0,0,1,0,1,"R",1,1,1,5,42,0.118,"2","1","sw/rep/sw","6",5,0,"1/1/1",1,"1/1/1",1,1
"2020","sub19",7,"forced",10,43,"learn",3,2,0,0,0.3,0.702,0,8,65,"L",2,1,1,1,1,0,1,"L",1,1,0,3,43,0.402,"6","2","sw/rep/sw","6",5,2,"1/0/0",0,"1/0/0",1,NA
"2021","sub19",7,"forced",10,46,"learn",6,2,0,1,1.2,1.146,0,8,68,"R",1,1,0,1,0,0,0,"L",1,0,1,6,46,-0.054,"11","10","rep/rep/rep","0",2,3,"0/1/0",1,"0/1/1",1,1
