"","subject","group","taskType","block","trial","phase","stim","resp","corr","timing","PT_planned","PT_actual","missed_stim_deadline","day","iter","hand","couplet","handSwitch","coupletSwitch","fingerSwitch","handSwitch_actual","coupletSwitch_actual","fingerSwitch_actual","respHand","respCouplet","corrHand","corrCouplet","corrresp","trialNum","rt","PT_actual_bins","PT_planned_bins","combinedType","treeDistance","corrresp_prev","nFeatureSwitch","errorType","corrFinger","errorType2","includeLearn","timing_chill"
"5884","sub26",2,"forced",12,6,"learn",4,7,0,1,0.1,0.141,0,8,85,"L",2,1,0,1,0,0,0,"R",2,0,1,4,6,0.041,"1","1","rep/rep/rep","0",7,2,"0/1/0",0,"0/1/0",1,1
"5885","sub26",2,"forced",12,7,"learn",2,2,1,1,0.5,0.592,0,8,80,"L",1,0,1,1,1,1,1,"L",1,1,1,2,7,0.092,"5","4","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,1
"5886","sub26",2,"forced",12,8,"learn",1,1,1,1,0.1,0.147,0,8,91,"L",1,0,0,1,0,0,1,"L",1,1,1,1,8,0.047,"1","1","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1",1,1
"5887","sub26",2,"forced",12,9,"learn",7,7,1,1,0.5,0.527,0,8,82,"R",2,1,1,1,1,1,1,"R",2,1,1,7,9,0.027,"4","4","sw/sw/sw","6",1,2,"1/1/1",1,"1/1/1",1,1
"5888","sub26",2,"forced",12,10,"learn",6,6,1,1,0.6,0.562,0,8,84,"R",1,0,1,1,0,1,1,"R",1,1,1,6,10,-0.0379999999999999,"4","5","rep/sw/sw","4",7,2,"1/1/1",1,"1/1/1",1,1
"5889","sub26",2,"forced",12,11,"learn",6,6,1,1,0.2,0.148,0,8,85,"R",1,0,0,0,0,0,0,"R",1,1,1,6,11,-0.052,"1","1","rep/rep/rep","0",6,0,"1/1/1",1,"1/1/1",1,1
"5890","sub26",2,"forced",12,12,"learn",7,3,0,1,0.5,0.591,0,8,83,"R",2,0,1,1,1,1,1,"L",2,0,1,7,12,0.091,"5","4","sw/sw/sw","6",6,2,"0/1/0",1,"0/1/1",1,1
"5891","sub26",2,"forced",12,13,"learn",8,8,1,1,1.2,1.123,0,8,88,"R",2,0,0,1,1,0,1,"R",2,1,1,8,13,-0.077,"11","10","sw/rep/sw","6",7,1,"1/1/1",1,"1/1/1",1,1
"5892","sub26",2,"forced",12,14,"learn",3,4,0,1,0.1,0.066,0,8,85,"L",2,1,0,1,1,0,1,"L",2,1,1,3,14,-0.034,"1","1","sw/rep/sw","6",8,2,"1/1/0",0,"1/1/0",1,1
"5893","sub26",2,"forced",12,15,"learn",6,7,0,1,0.6,0.621,0,8,86,"R",1,1,1,1,1,0,1,"R",2,1,0,6,15,0.021,"5","5","sw/rep/sw","6",3,1,"1/0/0",0,"1/0/0",1,1
"5894","sub26",2,"forced",12,16,"learn",4,3,0,1,0.3,0.353,0,8,86,"L",2,1,1,1,1,0,1,"L",2,1,1,4,16,0.053,"2","2","sw/rep/sw","6",6,2,"1/1/0",0,"1/1/0",1,1
"5895","sub26",2,"forced",12,17,"learn",4,4,1,1,0.6,0.601,0,8,87,"L",2,0,0,0,0,0,1,"L",2,1,1,4,17,0.001,"5","5","rep/rep/sw","2",4,0,"1/1/1",1,"1/1/1",1,1
"5896","sub26",2,"forced",12,18,"learn",3,3,1,1,1.2,1.198,0,8,86,"L",2,0,0,1,0,0,1,"L",2,1,1,3,18,-0.002,"12","10","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,1
"5897","sub26",2,"forced",12,19,"learn",2,2,1,1,0.7,0.741,0,8,81,"L",1,0,1,1,0,1,1,"L",1,1,1,2,19,0.041,"6","5","rep/sw/sw","4",3,2,"1/1/1",1,"1/1/1",1,1
"5898","sub26",2,"forced",12,20,"learn",8,6,0,1,0.1,0.056,0,8,89,"R",2,1,1,1,1,0,1,"R",1,1,0,8,20,-0.044,"1","1","sw/rep/sw","6",2,2,"1/0/0",1,"1/0/1",1,1
"5899","sub26",2,"forced",12,21,"learn",3,3,1,1,0.9,0.928,0,8,87,"L",2,1,0,1,1,1,1,"L",2,1,1,3,21,0.028,"9","7","sw/sw/sw","6",8,2,"1/1/1",1,"1/1/1",1,1
"5900","sub26",2,"forced",12,22,"learn",4,4,1,1,0.8,0.797,0,8,88,"L",2,0,0,1,0,0,1,"L",2,1,1,4,22,-0.003,"7","6","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"5901","sub26",2,"forced",12,23,"learn",4,8,0,1,0.2,0.155,0,8,89,"L",2,0,0,0,1,0,1,"R",2,0,1,4,23,-0.045,"1","1","sw/rep/sw","6",4,0,"0/1/0",1,"0/1/1",1,1
"5902","sub26",2,"forced",12,24,"learn",3,4,0,0,0.3,0.423,0,8,88,"L",2,0,0,1,1,0,1,"L",2,1,1,3,24,0.123,"2","2","sw/rep/sw","6",4,1,"1/1/0",0,"1/1/0",1,1
"5903","sub26",2,"forced",12,25,"learn",7,7,1,0,0.4,0.566,0,8,84,"R",2,1,0,1,1,0,1,"R",2,1,1,7,25,0.166,"4","3","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1",1,1
"5904","sub26",2,"forced",12,26,"learn",7,7,1,1,0.6,0.564,0,8,85,"R",2,0,0,0,0,0,0,"R",2,1,1,7,26,-0.036,"4","5","rep/rep/rep","0",7,0,"1/1/1",1,"1/1/1",1,1
"5905","sub26",2,"forced",12,27,"learn",1,6,0,1,0.1,0.081,0,8,92,"L",1,1,1,1,0,1,1,"R",1,0,1,1,27,-0.019,"1","1","rep/sw/sw","4",7,2,"0/1/0",0,"0/1/0",1,1
"5906","sub26",2,"forced",12,28,"learn",6,6,1,1,0.4,0.399,0,8,87,"R",1,1,0,1,0,0,0,"R",1,1,1,6,28,-0.001,"2","3","rep/rep/rep","0",1,2,"1/1/1",1,"1/1/1",1,1
"5907","sub26",2,"forced",12,29,"learn",6,6,1,1,0.8,0.822,0,8,88,"R",1,0,0,0,0,0,0,"R",1,1,1,6,29,0.0219999999999999,"7","6","rep/rep/rep","0",6,0,"1/1/1",1,"1/1/1",1,1
"5908","sub26",2,"forced",12,30,"learn",7,7,1,1,1,1.005,0,8,86,"R",2,0,1,1,0,1,1,"R",2,1,1,7,30,0.00499999999999989,"10","8","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,1
"5909","sub26",2,"forced",12,31,"learn",2,2,1,1,0.6,0.596,0,8,82,"L",1,1,1,1,1,1,1,"L",1,1,1,2,31,-0.004,"5","5","sw/sw/sw","6",7,1,"1/1/1",1,"1/1/1",1,1
"5910","sub26",2,"forced",12,32,"learn",1,1,1,1,1.1,1.086,0,8,93,"L",1,0,0,1,0,0,1,"L",1,1,1,1,32,-0.014,"11","9","rep/rep/sw","2",2,1,"1/1/1",1,"1/1/1",1,1
"5911","sub26",2,"forced",12,33,"learn",7,4,0,1,0.3,0.288,0,8,87,"R",2,1,1,1,0,1,1,"L",2,0,1,7,33,-0.012,"2","2","rep/sw/sw","4",1,2,"0/1/0",0,"0/1/0",1,1
"5912","sub26",2,"forced",12,34,"learn",7,7,1,1,1,0.952,0,8,88,"R",2,0,0,0,1,0,1,"R",2,1,1,7,34,-0.048,"9","8","sw/rep/sw","6",7,0,"1/1/1",1,"1/1/1",1,1
"5913","sub26",2,"forced",12,35,"learn",8,8,1,1,1,0.982,0,8,90,"R",2,0,0,1,0,0,1,"R",2,1,1,8,35,-0.018,"9","8","rep/rep/sw","2",7,1,"1/1/1",1,"1/1/1",1,1
"5914","sub26",2,"forced",12,36,"learn",2,4,0,1,0.8,0.758,0,8,83,"L",1,1,1,1,1,0,1,"L",2,1,0,2,36,-0.042,"7","6","sw/rep/sw","6",8,2,"1/0/0",1,"1/0/1",1,1
"5915","sub26",2,"forced",12,37,"learn",6,2,0,1,0.5,0.474,0,8,89,"R",1,1,0,1,0,1,1,"L",1,0,1,6,37,-0.026,"3","4","rep/sw/sw","4",2,3,"0/1/0",1,"0/1/1",1,1
"5916","sub26",2,"forced",12,38,"learn",3,3,1,1,0.6,0.642,0,8,89,"L",2,1,1,1,0,1,1,"L",2,1,1,3,38,0.042,"5","5","rep/sw/sw","4",6,1,"1/1/1",1,"1/1/1",1,1
"5917","sub26",2,"forced",12,39,"learn",5,8,0,1,1.2,1.138,0,8,90,"R",1,1,1,1,1,0,1,"R",2,1,0,5,39,-0.0620000000000001,"11","10","sw/rep/sw","6",3,2,"1/0/0",0,"1/0/0",1,1
"5918","sub26",2,"forced",12,40,"learn",3,6,0,1,0.3,0.366,0,8,90,"L",2,1,1,1,0,1,1,"R",1,0,0,3,40,0.066,"2","2","rep/sw/sw","4",5,2,"0/0/0",0,"0/0/0",1,1
"5919","sub26",2,"forced",12,41,"learn",5,1,0,1,0.6,0.648,0,8,91,"R",1,1,1,1,1,0,1,"L",1,0,1,5,41,0.048,"5","5","sw/rep/sw","6",3,2,"0/1/0",1,"0/1/1",1,1
"5920","sub26",2,"forced",12,42,"learn",4,3,0,1,0.7,0.741,0,8,90,"L",2,1,1,1,0,1,1,"L",2,1,1,4,42,0.041,"6","5","rep/sw/sw","4",5,1,"1/1/0",0,"1/1/0",1,1
"5921","sub26",2,"forced",12,43,"learn",8,8,1,1,1.2,1.18,0,8,91,"R",2,1,0,1,1,0,1,"R",2,1,1,8,43,-0.02,"12","10","sw/rep/sw","6",4,3,"1/1/1",1,"1/1/1",1,1
"5922","sub26",2,"forced",12,44,"learn",8,7,0,1,0.3,0.306,0,8,92,"R",2,0,0,0,0,0,1,"R",2,1,1,8,44,0.00600000000000001,"2","2","rep/rep/sw","2",8,0,"1/1/0",0,"1/1/0",1,1
"5923","sub26",2,"forced",12,45,"learn",2,1,0,1,1.1,1.055,0,8,84,"L",1,1,1,1,1,1,1,"L",1,1,1,2,45,-0.0450000000000002,"10","9","sw/sw/sw","6",8,2,"1/1/0",0,"1/1/0",1,1
"5924","sub26",2,"forced",12,46,"learn",4,7,0,0,0.5,0.652,0,8,91,"L",2,0,1,1,1,1,1,"R",2,0,1,4,46,0.152,"5","4","sw/sw/sw","6",2,1,"0/1/0",0,"0/1/0",1,1
"5925","sub26",2,"forced",12,47,"learn",3,4,0,1,0.2,0.167,0,8,91,"L",2,0,0,1,1,0,1,"L",2,1,1,3,47,-0.033,"1","1","sw/rep/sw","6",4,1,"1/1/0",0,"1/1/0",1,1
"5926","sub26",2,"forced",12,48,"learn",3,4,0,1,0.7,0.667,0,8,92,"L",2,0,0,0,0,0,0,"L",2,1,1,3,48,-0.0329999999999999,"6","5","rep/rep/rep","0",3,0,"1/1/0",0,"1/1/0",1,1
"5927","sub26",2,"forced",12,49,"learn",4,4,1,1,0.6,0.674,0,8,92,"L",2,0,0,1,0,0,0,"L",2,1,1,4,49,0.0740000000000001,"6","5","rep/rep/rep","0",3,1,"1/1/1",1,"1/1/1",1,1
"5928","sub26",2,"forced",12,50,"learn",5,7,0,1,0.5,0.545,0,8,92,"R",1,1,1,1,1,0,1,"R",2,1,0,5,50,0.045,"4","4","sw/rep/sw","6",4,1,"1/0/0",1,"1/0/1",1,1
"5929","sub26",2,"forced",12,51,"learn",8,8,1,1,0.8,0.765,0,8,93,"R",2,0,1,1,0,0,1,"R",2,1,1,8,51,-0.035,"7","6","rep/rep/sw","2",5,2,"1/1/1",1,"1/1/1",1,1
"5930","sub26",2,"forced",12,52,"learn",2,1,0,0,0.6,0.756,0,8,85,"L",1,1,1,1,1,1,1,"L",1,1,1,2,52,0.156,"7","5","sw/sw/sw","6",8,2,"1/1/0",0,"1/1/0",1,1
"5931","sub26",2,"forced",12,53,"learn",3,3,1,0,1,1.126,0,8,93,"L",2,0,1,1,0,1,1,"L",2,1,1,3,53,0.126,"11","8","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1",1,1
"5932","sub26",2,"forced",12,54,"learn",4,4,1,1,1,1.018,0,8,93,"L",2,0,0,1,0,0,1,"L",2,1,1,4,54,0.018,"10","8","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"5933","sub26",2,"forced",12,55,"learn",1,1,1,1,1.2,1.131,0,8,94,"L",1,0,1,1,0,1,1,"L",1,1,1,1,55,-0.069,"11","10","rep/sw/sw","4",4,2,"1/1/1",1,"1/1/1",1,1
"5934","sub26",2,"forced",12,56,"learn",8,1,0,1,0.1,0.195,0,8,94,"R",2,1,1,1,0,0,0,"L",1,0,0,8,56,0.095,"1","1","rep/rep/rep","0",1,1,"0/0/0",0,"0/0/0",1,1
"5935","sub26",2,"forced",12,57,"learn",6,8,0,1,0.3,0.31,0,8,90,"R",1,0,1,1,1,1,1,"R",2,1,0,6,57,0.01,"2","2","sw/sw/sw","6",8,1,"1/0/0",1,"1/0/1",1,1
"5936","sub26",2,"forced",12,58,"learn",6,5,0,1,1.2,1.163,0,8,91,"R",1,0,0,0,0,1,1,"R",1,1,1,6,58,-0.0369999999999999,"11","10","rep/sw/sw","4",6,0,"1/1/0",0,"1/1/0",1,1
"5937","sub26",2,"forced",12,59,"learn",3,6,0,1,0.3,0.205,0,8,94,"L",2,1,1,1,0,0,1,"R",1,0,0,3,59,-0.095,"1","2","rep/rep/sw","2",6,1,"0/0/0",0,"0/0/0",1,1
"5938","sub26",2,"forced",12,60,"learn",7,3,0,1,0.9,0.952,0,8,89,"R",2,1,0,1,1,1,1,"L",2,0,1,7,60,0.0519999999999999,"9","7","sw/sw/sw","6",3,3,"0/1/0",1,"0/1/1",1,1
"5939","sub26",2,"forced",12,61,"learn",3,3,1,1,0.7,0.671,0,8,95,"L",2,1,0,1,0,0,0,"L",2,1,1,3,61,-0.0289999999999999,"6","5","rep/rep/rep","0",7,3,"1/1/1",1,"1/1/1",1,1
"5940","sub26",2,"forced",12,62,"learn",4,4,1,1,1.1,1.111,0,8,94,"L",2,0,0,1,0,0,1,"L",2,1,1,4,62,0.0109999999999999,"11","9","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"5941","sub26",2,"forced",12,63,"learn",7,8,0,0,0.5,0.674,0,8,90,"R",2,1,0,1,1,0,1,"R",2,1,1,7,63,0.174,"6","4","sw/rep/sw","6",4,2,"1/1/0",0,"1/1/0",1,1
"5942","sub26",2,"forced",12,64,"learn",1,2,0,0,0.4,0.563,0,8,95,"L",1,1,1,1,1,1,1,"L",1,1,1,1,64,0.163,"4","3","sw/sw/sw","6",7,2,"1/1/0",0,"1/1/0",1,1
"5943","sub26",2,"forced",12,65,"learn",2,2,1,1,0.4,0.424,0,8,86,"L",1,0,0,1,0,0,0,"L",1,1,1,2,65,0.024,"2","3","rep/rep/rep","0",1,1,"1/1/1",1,"1/1/1",1,1
"5944","sub26",2,"forced",12,66,"learn",7,7,1,1,1.1,1.101,0,8,91,"R",2,1,1,1,1,1,1,"R",2,1,1,7,66,0.00099999999999989,"11","9","sw/sw/sw","6",2,1,"1/1/1",1,"1/1/1",1,1
"5945","sub26",2,"forced",12,67,"learn",1,3,0,1,0.2,0.167,0,8,96,"L",1,1,1,1,1,0,1,"L",2,1,0,1,67,-0.033,"1","1","sw/rep/sw","6",7,2,"1/0/0",1,"1/0/1",1,1
"5946","sub26",2,"forced",12,68,"learn",1,1,1,1,0.7,0.696,0,8,97,"L",1,0,0,0,0,1,1,"L",1,1,1,1,68,-0.004,"6","5","rep/sw/sw","4",1,0,"1/1/1",1,"1/1/1",1,1
"5947","sub26",2,"forced",12,69,"learn",6,6,1,1,1.1,1.132,0,8,92,"R",1,1,0,1,1,0,1,"R",1,1,1,6,69,0.0319999999999998,"11","9","sw/rep/sw","6",1,2,"1/1/1",1,"1/1/1",1,1
"5948","sub26",2,"forced",12,70,"learn",2,6,0,1,0.3,0.389,0,8,87,"L",1,1,0,1,0,0,0,"R",1,0,1,2,70,0.089,"2","2","rep/rep/rep","0",6,3,"0/1/0",1,"0/1/1",1,1
"5949","sub26",2,"forced",12,71,"learn",6,2,0,1,0.1,0.114,0,8,93,"R",1,1,0,1,1,0,1,"L",1,0,1,6,71,0.014,"1","1","sw/rep/sw","6",2,3,"0/1/0",1,"0/1/1",1,1
"5950","sub26",2,"forced",12,72,"learn",1,4,0,1,0.3,0.294,0,8,98,"L",1,1,0,1,0,1,1,"L",2,1,0,1,72,-0.00600000000000001,"2","2","rep/sw/sw","4",6,2,"1/0/0",0,"1/0/0",1,1
"5951","sub26",2,"forced",12,73,"learn",6,4,0,1,0.9,0.879,0,8,94,"R",1,1,0,1,0,0,0,"L",2,0,0,6,73,-0.021,"8","7","rep/rep/rep","0",1,2,"0/0/0",1,"0/0/1",1,1
"5952","sub26",2,"forced",12,74,"learn",2,3,0,1,0.4,0.356,0,8,88,"L",1,1,0,1,0,0,1,"L",2,1,0,2,74,-0.044,"2","3","rep/rep/sw","2",6,3,"1/0/0",0,"1/0/0",1,1
"5953","sub26",2,"forced",12,75,"learn",5,8,0,1,1.2,1.151,0,8,93,"R",1,1,0,1,1,0,1,"R",2,1,0,5,75,-0.0489999999999999,"11","10","sw/rep/sw","6",2,2,"1/0/0",0,"1/0/0",1,1
"5954","sub26",2,"forced",12,76,"learn",2,6,0,1,0.6,0.604,0,8,89,"L",1,1,0,1,0,1,1,"R",1,0,1,2,76,0.004,"5","5","rep/sw/sw","4",5,2,"0/1/0",1,"0/1/1",1,1
"5955","sub26",2,"forced",12,77,"learn",2,3,0,1,0.9,0.932,0,8,90,"L",1,0,0,0,1,1,1,"L",2,1,0,2,77,0.032,"9","7","sw/sw/sw","6",2,0,"1/0/0",0,"1/0/0",1,1
"5956","sub26",2,"forced",12,78,"learn",5,4,0,1,0.1,0.023,0,8,94,"R",1,1,0,1,0,0,1,"L",2,0,0,5,78,-0.077,"1","1","rep/rep/sw","2",2,2,"0/0/0",0,"0/0/0",1,1
"5957","sub26",2,"forced",12,79,"learn",2,3,0,1,0.7,0.654,0,8,91,"L",1,1,0,1,0,0,1,"L",2,1,0,2,79,-0.0459999999999999,"5","5","rep/rep/sw","2",5,2,"1/0/0",0,"1/0/0",1,1
"5958","sub26",2,"forced",12,80,"learn",2,4,0,1,0.5,0.465,0,8,92,"L",1,0,0,0,0,0,1,"L",2,1,0,2,80,-0.035,"3","4","rep/rep/sw","2",2,0,"1/0/0",1,"1/0/1",1,1
"5959","sub26",2,"forced",12,81,"learn",8,5,0,1,0.2,0.141,0,8,95,"R",2,1,1,1,1,1,1,"R",1,1,0,8,81,-0.059,"1","1","sw/sw/sw","6",2,2,"1/0/0",0,"1/0/0",1,1
"5960","sub26",2,"forced",12,82,"learn",4,7,0,1,0.1,0.117,0,8,95,"L",2,1,0,1,0,1,1,"R",2,0,1,4,82,0.017,"1","1","rep/sw/sw","4",8,3,"0/1/0",0,"0/1/0",1,1
"5961","sub26",2,"forced",12,83,"learn",7,7,1,1,0.4,0.491,0,8,92,"R",2,1,0,1,0,0,0,"R",2,1,1,7,83,0.091,"3","3","rep/rep/rep","0",4,2,"1/1/1",1,"1/1/1",1,1
"5962","sub26",2,"forced",12,84,"learn",5,5,1,1,0.5,0.508,0,8,95,"R",1,0,1,1,0,1,1,"R",1,1,1,5,84,0.00800000000000001,"3","4","rep/sw/sw","4",7,1,"1/1/1",1,"1/1/1",1,1
"5963","sub26",2,"forced",12,85,"learn",5,5,1,1,0.4,0.363,0,8,96,"R",1,0,0,0,0,0,0,"R",1,1,1,5,85,-0.037,"2","3","rep/rep/rep","0",5,0,"1/1/1",1,"1/1/1",1,1
"5964","sub26",2,"forced",12,86,"learn",4,4,1,1,0.7,0.664,0,8,96,"L",2,1,1,1,1,1,1,"L",2,1,1,4,86,-0.0359999999999999,"6","5","sw/sw/sw","6",5,1,"1/1/1",1,"1/1/1",1,1
"5965","sub26",2,"forced",12,87,"learn",2,1,0,1,0.6,0.625,0,8,93,"L",1,0,1,1,0,1,1,"L",1,1,1,2,87,0.025,"5","5","rep/sw/sw","4",4,1,"1/1/0",0,"1/1/0",1,1
"5966","sub26",2,"forced",12,88,"learn",2,2,1,1,0.6,0.615,0,8,94,"L",1,0,0,0,0,0,1,"L",1,1,1,2,88,0.015,"5","5","rep/rep/sw","2",2,0,"1/1/1",1,"1/1/1",1,1
"5967","sub26",2,"forced",12,89,"learn",6,6,1,1,0.8,0.838,0,8,95,"R",1,1,0,1,1,0,1,"R",1,1,1,6,89,0.0379999999999999,"8","6","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,1
"5968","sub26",2,"forced",12,90,"learn",2,2,1,1,0.6,0.546,0,8,95,"L",1,1,0,1,1,0,1,"L",1,1,1,2,90,-0.0539999999999999,"4","5","sw/rep/sw","6",6,3,"1/1/1",1,"1/1/1",1,1
"5969","sub26",2,"forced",12,91,"learn",2,2,1,1,0.8,0.802,0,8,96,"L",1,0,0,0,0,0,0,"L",1,1,1,2,91,0.002,"7","6","rep/rep/rep","0",2,0,"1/1/1",1,"1/1/1",1,1
"5970","sub26",2,"forced",12,92,"learn",4,4,1,1,1,0.984,0,8,97,"L",2,0,1,1,0,1,1,"L",2,1,1,4,92,-0.016,"9","8","rep/sw/sw","4",2,1,"1/1/1",1,"1/1/1",1,1
"5971","sub26",2,"forced",12,93,"learn",7,4,0,1,0.3,0.385,0,8,93,"R",2,1,0,1,0,0,0,"L",2,0,1,7,93,0.085,"2","2","rep/rep/rep","0",4,2,"0/1/0",0,"0/1/0",1,1
"5972","sub26",2,"forced",12,94,"learn",3,3,1,1,0.9,0.944,0,8,96,"L",2,1,0,1,0,0,1,"L",2,1,1,3,94,0.0439999999999999,"9","7","rep/rep/sw","2",7,3,"1/1/1",1,"1/1/1",1,1
"5973","sub26",2,"forced",12,95,"learn",1,2,0,1,0.9,0.896,0,8,99,"L",1,0,1,1,0,1,1,"L",1,1,1,1,95,-0.004,"8","7","rep/sw/sw","4",3,1,"1/1/0",0,"1/1/0",1,1
"5974","sub26",2,"forced",12,96,"learn",5,5,1,1,1.1,1.025,0,8,97,"R",1,1,0,1,1,0,1,"R",1,1,1,5,96,-0.0750000000000002,"10","9","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1
"5975","sub26",2,"forced",13,1,"learn",7,3,0,1,0.1,0.131,0,8,94,"R",2,NA,NA,NA,NA,NA,NA,"L",2,0,1,7,1,0.031,"1","1",NA,NA,5,NA,"0/1/0",1,"0/1/1",1,1
"5976","sub26",2,"forced",13,2,"learn",6,6,1,1,1.2,1.143,0,8,96,"R",1,0,1,1,1,1,1,"R",1,1,1,6,2,-0.0569999999999999,"11","10","sw/sw/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"5977","sub27",3,"forced",5,1,"learn",3,3,1,0,1.2,1.306,0,8,1,"L",2,NA,NA,NA,NA,NA,NA,"L",2,1,1,3,1,0.106,"12","10",NA,NA,6,NA,"1/1/1",1,"1/1/1",1,1
"5978","sub27",3,"forced",5,2,"learn",4,4,1,1,1.1,1.004,0,8,1,"L",2,0,0,1,0,0,1,"L",2,1,1,4,2,-0.0960000000000001,"10","9","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"5979","sub27",3,"forced",5,3,"learn",4,4,1,1,0.3,0.387,0,8,2,"L",2,0,0,0,0,0,0,"L",2,1,1,4,3,0.087,"2","2","rep/rep/rep","0",4,0,"1/1/1",1,"1/1/1",1,1
"5980","sub27",3,"forced",5,4,"learn",3,3,1,0,0.4,0.566,0,8,2,"L",2,0,0,1,0,0,1,"L",2,1,1,3,4,0.166,"4","3","rep/rep/sw","2",4,1,"1/1/1",1,"1/1/1",1,1
"5981","sub27",3,"forced",5,5,"learn",7,7,1,1,0.9,0.857,0,8,1,"R",2,1,0,1,1,0,1,"R",2,1,1,7,5,-0.043,"8","7","sw/rep/sw","6",3,3,"1/1/1",1,"1/1/1",1,1
"5982","sub27",3,"forced",5,6,"learn",3,3,1,1,0.6,0.564,0,8,3,"L",2,1,0,1,1,0,1,"L",2,1,1,3,6,-0.036,"4","5","sw/rep/sw","6",7,3,"1/1/1",1,"1/1/1",1,1
"5983","sub27",3,"forced",5,7,"learn",3,3,1,1,0.9,0.855,0,8,4,"L",2,0,0,0,0,0,0,"L",2,1,1,3,7,-0.045,"8","7","rep/rep/rep","0",3,0,"1/1/1",1,"1/1/1",1,1
"5984","sub27",3,"forced",5,8,"learn",4,4,1,1,0.6,0.693,0,8,3,"L",2,0,0,1,0,0,1,"L",2,1,1,4,8,0.093,"6","5","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"5985","sub27",3,"forced",5,9,"learn",4,4,1,1,1.2,1.142,0,8,4,"L",2,0,0,0,0,0,0,"L",2,1,1,4,9,-0.0580000000000001,"11","10","rep/rep/rep","0",4,0,"1/1/1",1,"1/1/1",1,1
"5986","sub27",3,"forced",5,10,"learn",2,2,1,1,0.4,0.412,0,8,1,"L",1,0,1,1,0,1,1,"L",1,1,1,2,10,0.012,"2","3","rep/sw/sw","4",4,1,"1/1/1",1,"1/1/1",1,1
"5987","sub27",3,"forced",5,11,"learn",3,3,1,0,0.1,0.637,0,8,5,"L",2,0,1,1,0,1,1,"L",2,1,1,3,11,0.537,"5","1","rep/sw/sw","4",2,2,"1/1/1",1,"1/1/1",1,NA
"5988","sub27",3,"forced",5,12,"learn",4,4,1,1,0.7,0.653,0,8,5,"L",2,0,0,1,0,0,1,"L",2,1,1,4,12,-0.0469999999999999,"5","5","rep/rep/sw","2",3,1,"1/1/1",1,"1/1/1",1,1
"5989","sub27",3,"forced",5,13,"learn",5,5,1,0,0.1,0.45,0,8,1,"R",1,1,1,1,1,1,1,"R",1,1,1,5,13,0.35,"3","1","sw/sw/sw","6",4,1,"1/1/1",1,"1/1/1",1,NA
"5990","sub27",3,"forced",5,14,"learn",6,6,1,1,0.3,0.387,0,8,1,"R",1,0,0,1,0,0,1,"R",1,1,1,6,14,0.087,"2","2","rep/rep/sw","2",5,1,"1/1/1",1,"1/1/1",1,1
"5991","sub27",3,"forced",5,15,"learn",5,5,1,1,1.2,1.121,0,8,2,"R",1,0,0,1,0,0,1,"R",1,1,1,5,15,-0.079,"11","10","rep/rep/sw","2",6,1,"1/1/1",1,"1/1/1",1,1
"5992","sub27",3,"forced",5,16,"learn",6,5,0,1,0.4,0.386,0,8,2,"R",1,0,0,1,0,0,0,"R",1,1,1,6,16,-0.014,"2","3","rep/rep/rep","0",5,1,"1/1/0",0,"1/1/0",1,1
"5993","sub27",3,"forced",5,17,"learn",7,7,1,0,0.1,0.448,0,8,2,"R",2,0,1,1,0,1,1,"R",2,1,1,7,17,0.348,"3","1","rep/sw/sw","4",6,2,"1/1/1",1,"1/1/1",1,NA
"5994","sub27",3,"forced",5,18,"learn",1,1,1,0,0.7,0.818,0,8,1,"L",1,1,1,1,1,1,1,"L",1,1,1,1,18,0.118,"7","5","sw/sw/sw","6",7,2,"1/1/1",1,"1/1/1",1,1
"5995","sub27",3,"forced",5,19,"learn",5,5,1,1,1.1,1.061,0,8,3,"R",1,1,0,1,1,0,1,"R",1,1,1,5,19,-0.0390000000000001,"10","9","sw/rep/sw","6",1,3,"1/1/1",1,"1/1/1",1,1
"5996","sub27",3,"forced",5,20,"learn",2,2,1,1,0.6,0.579,0,8,2,"L",1,1,0,1,1,0,1,"L",1,1,1,2,20,-0.021,"4","5","sw/rep/sw","6",5,2,"1/1/1",1,"1/1/1",1,1
"5997","sub27",3,"forced",5,21,"learn",6,6,1,0,0.3,0.417,0,8,3,"R",1,1,0,1,1,0,1,"R",1,1,1,6,21,0.117,"2","2","sw/rep/sw","6",2,3,"1/1/1",1,"1/1/1",1,1
"5998","sub27",3,"forced",5,22,"learn",2,3,0,1,0.6,0.594,0,8,3,"L",1,1,0,1,1,1,1,"L",2,1,0,2,22,-0.00600000000000001,"5","5","sw/sw/sw","6",6,3,"1/0/0",0,"1/0/0",1,1
